name,Aktobe Region,Almaty Region,Altai Krai,Altai Republic,Arizona,Astrakhan Oblast,Atyrau,Atyrau Region,Baden-Württemberg,Baku,Balkan,Bavaria,Bayan-Ölgii,Bayankhongor,Brandenburg,Cajamarca,California,Catalonia,Central Java,Centre-Loire Valley,Chechnya,Colorado,Dornogovi,East of England,Fizuli District,Fujian,Gandaki Pradesh,Gansu,Gegharkunik Province,Goranboy District,Govi-Altai,Greater London,Guangxi Zhuang,Gujarat,Hebei,Heilongjiang,Himachal Pradesh,Ho Chi Minh City,Hovsgel,Ingushetia,Inner Mongolia,Irkutsk Oblast,Issyk-Kul Region,Jilin,Kabardino-Balkaria,Karachay-Cherkessia,Khovd,Khánh Hoà Province,Kirov Oblast,Krasnoyarsk Krai,Kurdistan,Kyzylorda Region,La Libertad,La Paz,Lazio,Lâm Đồng Province,MSila,Maharashtra,Mangystau Region,Midlands,Nagorno-Karabakh Republic,Nairobi,Naryn Region,Navoiy Region,Nevada,New Mexico,Nidwalden,Ningxia,North Brabant,Occitanie,Osh Region,Oslo,Panevezys County,Pomeranian Voivodeship,Provence-Alpes-Côte d'Azur,Province de Fianarantsoa,Pärnu maakond,Qazakh District,Qinghai,Republic of Dagestan,Republic of Kalmykia,Rostov Oblast,Samara Oblast,Samtskhe-Javakheti,Saskatchewan,Sečuán,Shaanxi,Shahbuz Rayon,Shamkir District,Shirak Province,Shymkent,St. Petersberg,State of Mato Grosso,Stavropol Krai,Sughd Province,Syunik Province,Talas Region,Tamil Nadu,Tatarstan,Texas,Tibet,Tuva Republic,Valencia Community,Vilnius County,West Kazakhstan Region,West Kazakhstan region,Xinjiang,Yunnan,Zabaykalsky Krai,Zavkhan Province,Ömnögovi,Övörkhangai
NODE0,0.0007290709198529367,0.0007174401786065978,0.0007489447843457922,0.0009908943753885826,0.0007287163644660084,0.0007242973801091783,0.0007225352114506443,0.000720493431129599,0.0007355140803021185,0.0007230350557423466,0.0007271946022604323,0.0072200122215934515,0.0010583713053499185,0.0009094955726139776,0.000734491109242939,0.0006037171268021785,0.0007023829977733602,0.0007400424647620668,0.0007275198383009198,0.000741114081616046,0.0007300158524981004,0.0007247155397971173,0.0007284983121877486,0.0007460232303698036,0.0007254158479932295,0.0007257320011319215,0.0007173900166127128,0.0013352831136500074,0.0007265799025039283,0.001157899721047706,0.0008878929081988582,0.0007601543189585892,0.0007198349322478977,0.000727625614075214,0.0007184915448060556,0.0007272847456577955,0.0007116391815182357,0.0007281612758446899,0.0008150860969136785,0.0007278137196418258,0.0014254020654438791,0.007462709682864521,0.0007793126128941832,0.0007129003287549346,0.0007326768857853338,0.0007229139941853433,0.0007255962462935682,0.0007222815461982052,0.0007283377701524902,0.23133469497202344,0.0007279063400837593,0.000716665299569599,0.0007298129288085651,0.0007128142324500131,0.0007402594004974354,0.0007255555315132586,0.0007263229599580296,0.0007216170921828899,0.0007253278660718275,0.0007263229599580178,0.0007195096762013489,0.0009064261242016592,0.0006886246323086131,0.0007174401786065294,0.0007237871444056462,0.0007390361762414356,0.0007416932836112364,0.0007110746028397063,0.000990530577208469,0.00073506467149841,0.0006911365097357011,0.0007393546858559284,0.07968475665722013,0.0007266753531068806,0.0007291857830042717,0.0007281505758797944,0.025799038794359682,0.0007239184219848039,0.5619532356449689,0.0021508310492691324,0.0007233840429562205,0.0007133823073050581,0.0014240854415052068,0.0007414404575751558,0.0007259134606113985,0.001040596172213475,0.0007171932095638345,0.000725400643387864,0.0007258263968551285,0.0012439305314936565,0.0006983620277105402,0.0007217929562732212,0.0007196083603442327,0.0007261366591550623,0.0008338698482611166,0.0007301405475201623,0.0008150540376460004,0.000708480137096741,0.0007428996666971201,0.0007237850784542913,0.002030785220881181,0.0007766956819073512,0.0007345543611129184,0.0007382150063274347,0.0006978034727535296,0.0007252850166960448,0.0022885836096228603,0.0010608475097357896,0.0007262245449884872,0.0007626912786435099,0.0007567066936578637,0.0007546033854857607
NODE1,0.000498259536755457,0.0004892480050280479,0.0005418470601828077,0.0006594536403195883,0.0004969669851931359,0.000494622868723984,0.0004926388616050734,0.0004912457664191785,0.0005135085365229958,0.0004930442641469563,0.0004960777657700575,0.014542037931710975,0.0006469434007735918,0.0006081389320599752,0.0005129001664584641,0.0004115739596722954,0.0004792163728798735,0.0005227199006374487,0.0004965096636392217,0.0005239617133337411,0.0004978304870581329,0.0004942107138772375,0.0004967772739543114,0.0005359111049586004,0.0004946457223149903,0.0004951316316235332,0.0004893542575650844,0.0008718974833101505,0.0004951737837834009,0.0006646445257437306,0.0005764192952378262,0.0005546515232489431,0.0004908690929586191,0.0004961134548434993,0.0004900314496104165,0.0004960009121794185,0.00048547359816808477,0.0004971300309428822,0.0005498411951915795,0.0004960962860554325,0.0009260042825644612,0.01497503925693949,0.0005111114422317393,0.0004864364786783088,0.0004983726089804785,0.0004923067956250179,0.0004945204088274826,0.0004926936636053764,0.0004970058388601001,0.4889022371411832,0.0004963758801674309,0.0004889089979211934,0.0004975550947428214,0.00048614416972504027,0.0005229483680819563,0.000495075338590625,0.0004953896531744854,0.0004925148502859298,0.0004945475604586467,0.00049538965317446,0.0004906481148400788,0.0006077272280655155,0.0004694028100053031,0.0004892480050279692,0.0004934965502007172,0.0005039544445398545,0.0005179000366120535,0.0004846812942025461,0.0006735537130265646,0.0005120495838145415,0.000471337128295818,0.0005210932210237708,0.16931594817068193,0.0004954824116786999,0.000497169383896646,0.0004970705749140744,0.05435398885437936,0.0004929548201657397,0.20021869087081642,0.0010167763159325816,0.0004919259796416451,0.0004865990637669485,0.0008100563253371474,0.0005049450235326136,0.0004950230386980539,0.0006891488278338775,0.000489235639074431,0.0004943514594034182,0.0004950363427044848,0.0006943666591765425,0.0004761788613526559,0.0004923286648687741,0.0004908606273966752,0.0004952115898208164,0.0005616711846043413,0.0004972550343809573,0.0005490087226761696,0.0004830575936668452,0.0005174656611967265,0.0004934959053587371,0.0012994657122415646,0.0005252367804815932,0.0005153215767257534,0.0005153615621661948,0.0004758889996902991,0.0004945191893893872,0.001287220418795758,0.0007031632238451933,0.000495281063042498,0.0005176680196013955,0.0005111088921038151,0.0005096721870275603
SAMEA3541827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE2,0.0004820754462526797,0.00047284173102755673,0.0005988358089590326,0.000566930159787287,0.00048044151921143,0.00047769680690499443,0.0004762104030566035,0.0004747995672055705,0.0005200651026031093,0.0004764448281383097,0.00047957451304522824,0.042479985906516554,0.0005421289805593726,0.0005338651009655773,0.0005196564314354649,0.0003978805318721437,0.00046329331384127424,0.00054115806385643,0.0004800388887720745,0.0005434164100827166,0.00048126294974092023,0.0004777684944546349,0.0004799656500888655,0.0005718152944014712,0.00047814955053890047,0.0004786971220821352,0.00047292909157885965,0.0006713425428629411,0.0004783974000856032,0.0005478689299990757,0.0005138374473311311,0.0006080754502940385,0.0004744728764064481,0.000479576301174565,0.0004735937316357554,0.0004794699539765309,0.00046914346176846406,0.0004807715496339592,0.0005040491137549698,0.0004793497148388803,0.0006913525286648091,0.04377965228412231,0.0004761953049629214,0.0004692714554527928,0.0004779171348993685,0.00047273488832692053,0.00047775185835541236,0.00047629462860446264,0.0004804438117345368,0.17326780007852083,0.0004798404739651673,0.0004724336207552024,0.00048094752462581313,0.00046999173316506334,0.0005413547837023129,0.0004786707346548317,0.00047893338752963806,0.0004760614370682154,0.0004780642459911886,0.00047893338752957567,0.0004742348699763694,0.0005368536858732862,0.00045338669124001934,0.00047284173102748984,0.00047704908611034824,0.00048717305555399503,0.000524700722272203,0.0004665707996165266,0.0006012751785503866,0.0005161035206463413,0.0004553203922422388,0.0005371508700458069,0.46275687671028154,0.00047899095450698446,0.0004805951094505302,0.0004806344444707251,0.1567496347300354,0.0004758628727375714,0.06717111802071725,0.0006740261260250137,0.0004741780565162278,0.00047018399378216354,0.0006139735011837119,0.0004871935680951642,0.00047855183732711776,0.0005756951046228338,0.0004724664755964396,0.00047763585319982494,0.00047858397277612553,0.0005566763631426937,0.0004600438630361557,0.00047585618571892595,0.0004745757844664707,0.0004787440626205549,0.0005117298115892109,0.0004800432889492616,0.0005000407301094915,0.0004669639390579444,0.0005174199752125509,0.0004770487403632559,0.0008915264851420404,0.0004879902576810622,0.0005266483815096316,0.0005218995292101989,0.0004592295686817566,0.0004780361317633845,0.0008971885683004264,0.0005877073666589145,0.0004787757432409184,0.0004893058563350235,0.00048627581281751294,0.0004848901765401925
SAMEA104233046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE3,0.0004733742070842542,0.00046419319936312514,0.0007743440075387444,0.0005127568597957004,0.0004717391373595931,0.00046858580310563314,0.0004675772696658746,0.0004661489113867149,0.0005507874181067303,0.0004676877290226364,0.00047085236221501483,0.12943666371251583,0.0004911493489040538,0.0004904895350678255,0.000550691641473564,0.0003906958209239612,0.00045485812114935735,0.0005922595714981949,0.0004712880097381045,0.0005962708895507496,0.00047254260576067307,0.000469114746935985,0.0004710702004770776,0.0006529562852346073,0.00046947141343704133,0.0004700007602431668,0.0004642186215964426,0.0005524881576469571,0.0004695938203490462,0.0004984332794979954,0.0004811684152082789,0.0007193821616314382,0.00046583106035807845,0.0004708863448592723,0.0004648994492519207,0.00047075624820908763,0.0004604608769588871,0.0004720601024134624,0.0004779066260202334,0.0004705521307913647,0.0005555451925984028,0.13283839522285731,0.0004692430622349785,0.00046004810970575073,0.0004670464644300305,0.00046228489924560586,0.00046894395143201725,0.000467626456943122,0.00047164220953594565,0.05661198735769502,0.000471137479349037,0.00046370332261452254,0.00047222835521470736,0.000461481963263237,0.0005926579877988943,0.00046997915278381715,0.0004702573745392321,0.0004672848752313056,0.0004694025650525466,0.00047025737453914034,0.00046558999789694024,0.000495359465989414,0.000444947802195757,0.00046419319936310974,0.0004684064472458435,0.00047834423227737785,0.0005560211437496141,0.0004568737005069121,0.0005803806977314249,0.0005427976403455845,0.00044684684033929775,0.0005843203741665166,0.15924720076495238,0.00047033674877117334,0.00047188919166911176,0.0004718809085355779,0.44803228941380996,0.00046693520222383645,0.02138778480446662,0.0005408475924481436,0.0004649628522926711,0.00046170550957501063,0.0005206089433841639,0.00047786314886829316,0.0004698836469863844,0.0005088758900599874,0.00046352113520767757,0.0004688726164832549,0.00046991253038843327,0.0004992642751904131,0.0004515296978732109,0.00046714273649397,0.00046598154889665173,0.0004700712308855219,0.00048296197299769285,0.00047103420665451056,0.0004718254324263122,0.0004585078235100325,0.0005438135315099049,0.0004684061283691034,0.0006490538233285117,0.000467424374130744,0.000565510321557908,0.0005526835052666301,0.00045036462844599357,0.00046937430548234574,0.0007200054557411621,0.0005196180700801536,0.0004700750219013503,0.00047353982373721405,0.0004731787793656811,0.00047182062481325676
SAMEA104233047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE4,0.00038457245142905296,0.0003772171862524775,0.0011189019204305769,0.00039973306543904604,0.0003833820679261004,0.00038047223964067,0.0003800111989243114,0.0003788245909769718,0.0004923029559699321,0.00038001829627131416,0.00038262455937878095,0.37610922606155595,0.0003850134020274716,0.00038556644183570507,0.0004925661150373755,0.00031754221669330244,0.00036961660947266403,0.0005491843862957964,0.0003829428894652988,0.0005544454194187382,0.0003840375869342602,0.00038125305390574073,0.0003827631018999238,0.0006327778516395069,0.00038153815225717665,0.0003819307494517128,0.00037720281957460386,0.0004078498790049151,0.00038159675132790587,0.00039266952712088145,0.0003825932592616058,0.0007212810813384031,0.00037856992674266794,0.0003827033283945353,0.0003777787142042184,0.0003825717726491268,0.00037413146452367163,0.0003835648793497141,0.0003819750899351737,0.00038237923217021493,0.00040769760431836813,0.3828078017101216,0.000393063046152909,0.00037358077915581656,0.00037883963683926964,0.00037509046381340377,0.00038106840240742697,0.00038000857960724586,0.0003832257038820187,0.01530587135543268,0.00038289197196863124,0.00037675655964737077,0.0003837992657698435,0.0003750433534720098,0.0005498472271246675,0.00038190637783616573,0.0003821693986327946,0.0003796517617377663,0.00038149746505099523,0.0003821693986327395,0.00037836643468758014,0.0003901752431385311,0.0003615263583048351,0.00037721718625247184,0.0003806882361519142,0.00038875595163857096,0.0004973232274398367,0.00037086103878467957,0.000492579681264586,0.00048135158055476044,0.00036304436536983804,0.0005383221548380644,0.04409252658902139,0.00038226349618564415,0.0003835222066719316,0.000383409033181297,0.13236293622979106,0.00037938937604815875,0.005797273335411731,0.00040339765273629,0.0003776804445112293,0.0003754119162496892,0.00039472141063857865,0.0003881220151985687,0.0003818785937570145,0.0003917423767486675,0.0003765387767371783,0.0003810299076823895,0.0003818900839758637,0.0003910090461637764,0.0003668834427234235,0.0003796028660341753,0.00037868807723321143,0.00038202514172549525,0.00038494750082005634,0.0003827002319322319,0.0003760128002888019,0.00037264434071366767,0.00048462994171355873,0.00038068787550987526,0.00044015886785883304,0.00037598732156277027,0.0005134941870958303,0.0004939721838949614,0.0003657829874473721,0.00038147417875955466,0.0005489431503773309,0.0003999959115687446,0.0003820177936528218,0.0003822295866248517,0.00038297947580053784,0.00038187582979471335
NODE5,1.9091960505553658e-06,1.8724688501928776e-06,3.4064694117343416e-06,1.948519094902131e-06,1.9031697957625967e-06,1.8884244663165993e-06,1.8864269323581216e-06,1.8805094432047828e-06,2.279178485838501e-06,1.886387013661154e-06,1.8993767940837814e-06,0.0008199476093010922,1.8808815921213466e-06,1.8864270602561395e-06,2.279226531818747e-06,1.5764304938117217e-06,1.8348108153270608e-06,2.475921833464475e-06,1.900951114369572e-06,2.494670133782254e-06,1.9064129550134072e-06,1.8926028033138018e-06,1.8998401934028398e-06,2.7640051353691656e-06,1.8940036773029338e-06,1.8959530167002033e-06,1.8723059210884288e-06,1.936365401349279e-06,1.894213152558929e-06,1.9262038208132865e-06,1.881353722460124e-06,3.0758763510833742e-06,1.8792109965683665e-06,1.8997886908426469e-06,1.8751857050522702e-06,1.8991070768309624e-06,1.8569852076679628e-06,1.9041136027221304e-06,1.880953070930567e-06,1.8981119899849448e-06,1.8894756187168602e-06,0.9985962959435521,1.8801261615252576e-06,1.8535661964574034e-06,1.8779912159101975e-06,1.8596009420365761e-06,1.8915545162944433e-06,1.8863778533992194e-06,1.9022768534963022e-06,2.7141747619924593e-05,1.9007261049974178e-06,1.8700917482803338e-06,1.9052205471338366e-06,1.8617942813115718e-06,2.4775070290380318e-06,1.8958371418192453e-06,1.897156304903038e-06,1.8844710874792163e-06,1.8938060130191576e-06,1.8971563049029432e-06,1.8782091338751054e-06,1.9107707495921926e-06,1.794478480406178e-06,1.8724688501928427e-06,1.8897904991521301e-06,1.92982932083557e-06,2.301270054029085e-06,1.839471900898249e-06,2.2508430428796515e-06,2.2407900967452122e-06,1.8019939895187134e-06,2.438027595611975e-06,7.922862170543169e-05,1.8976376690298249e-06,1.9038432256392027e-06,1.9032866155264035e-06,0.0002574295441955672,1.8831402854617646e-06,1.0563386112559043e-05,1.937481151389232e-06,1.874446516595545e-06,1.862340640293661e-06,1.9031987224578671e-06,1.9263958390659323e-06,1.8957059966580854e-06,1.8986179438435143e-06,1.868736019253275e-06,1.8914113181532543e-06,1.8957667818800996e-06,1.9137468870384345e-06,1.8210955001160888e-06,1.8842756643057593e-06,1.8798870271298536e-06,1.8964357653856492e-06,1.894990951312849e-06,1.8995765027124192e-06,1.8509025511857227e-06,1.8498761433848255e-06,2.2376178570539753e-06,1.8897887980032496e-06,2.0002273234656445e-06,1.8522470875365908e-06,2.350220690843436e-06,2.2869366009472457e-06,1.8152041588428764e-06,1.893689162793978e-06,2.422772778552339e-06,1.9388501087197214e-06,1.896358612204716e-06,1.8913480292022821e-06,1.8979229580881091e-06,1.8924495902528713e-06
SAMEA6812876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
