name,0.ANT1,0.ANT2,0.ANT3,0.ANT4,0.ANT5,0.PE10,0.PE2,0.PE4a,0.PE4h,0.PE4m,0.PE4t,0.PE5,0.PE7,0.PE8,0.PRE1,0.PRE2,1.ANT1,1.IN1,1.IN2,1.IN3,1.ORI1,1.ORI2,1.ORI3,1.PRE0,1.PRE1,1.PRE2,1.PRE3,2.ANT1,2.ANT2,2.ANT3,2.MED0,2.MED1,2.MED2,2.MED3,3.ANT1,3.ANT2,4.ANT1
NODE0,0.005661005039110136,0.0006861743450128701,0.0005679709020384249,0.0022008157397453423,0.001060081313892452,0.005680491914754359,0.11507393013244965,0.0010482995826703388,0.0006512573022495028,0.002196958715000122,0.0006517928968613504,0.016252374572663635,0.30630776493427575,0.016279653339157752,0.25729458990908355,0.2577149037773164,0.0005074844741643255,0.0005025282554831957,0.0005147112466495633,0.0004927436445552546,0.0005419913509012867,0.0004973889014397534,0.0004900281009701278,0.0005011427205636158,0.0005211903319467043,0.0004995503642933983,0.0005062950939639327,0.000511690869054129,0.0005102713685478233,0.0005058914197910766,0.0004995687005715193,0.0005369242608199579,0.0004926853362348697,0.0005070836617195006,0.0005076440149917351,0.0005093381736503196,0.0005157832934063133
NODE1,0.0015645223473082805,0.00026754687914320075,0.00023739032319037233,0.0006597644530453528,0.0003645476175837432,0.001565237848405891,0.0316602799022254,0.0003630294766450705,0.0002590988467322622,0.0006602352292466999,0.0002593348818915895,0.004337340412735126,0.0898994712135208,0.004345948910083004,0.4291027646547549,0.4297901171605585,0.0002219898248757103,0.00021983071893417775,0.00022508641058734038,0.0002155259852480952,0.00023678753191779897,0.00021754299990460092,0.00021433278722663647,0.00021873367400235575,0.00022740227603763828,0.0002185185591758459,0.00022147042991264154,0.0002238004526758648,0.00022295468295343163,0.00022107936514752032,0.00021831536633256217,0.00023461071285872984,0.00021550061472858065,0.0002216934021831642,0.0002216575512770085,0.00022238991969315242,0.0002241465772569882
SAMEA3541827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE2,1.6944648483228263e-06,5.420638000893741e-07,5.176700503039204e-07,8.820682071444595e-07,6.266938742792833e-07,1.6757617087923465e-06,3.0013398124761063e-05,6.307036871973717e-07,5.368538674051543e-07,8.873571683639147e-07,5.373990912702495e-07,4.121829814555788e-06,9.269149442081912e-05,4.132199683779849e-06,0.9993226945529566,0.0005272053818543869,5.055121240970456e-07,5.006026468858744e-07,5.125112934022725e-07,4.907799780953154e-07,5.389693321852692e-07,4.953609774883665e-07,4.880585213998368e-07,4.970416201411389e-07,5.167099134881209e-07,4.976034447441063e-07,5.043300602703075e-07,5.09608294510304e-07,5.072459137818482e-07,5.030032275322872e-07,4.966602582835777e-07,5.340150939400416e-07,4.906927388797212e-07,5.046350394089218e-07,5.03889226142774e-07,5.05550224603302e-07,5.073269128843908e-07
SAMEA104233046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE3,2.5580110415434086e-09,1.4644964602043775e-09,1.4488756838920805e-09,1.7616884847914394e-09,1.540243817015569e-09,2.4743881269748164e-09,2.9393300234950942e-08,1.560820328064594e-09,1.4667464609941454e-09,1.781720194377235e-09,1.4683167747119304e-09,4.652051162864966e-09,9.674135256102778e-08,4.667504441160177e-09,0.9999991682617,6.484974307087421e-07,1.4422742090285299e-09,1.4282629613088234e-09,1.4622748933195114e-09,1.4002506742450676e-09,1.5378740702606253e-09,1.413327807278635e-09,1.3924889357243268e-09,1.4167543405271808e-09,1.4729423545883235e-09,1.4197028452578987e-09,1.4389012755465022e-09,1.453967952755722e-09,1.4467311083965222e-09,1.4345946254005623e-09,1.4163767934540186e-09,1.5236508810713095e-09,1.399931325359287e-09,1.439583670104464e-09,1.4365498163347641e-09,1.4412937914599165e-09,1.443619085484231e-09
SAMEA104233047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE4,6.938728604614665e-10,6.332662757768561e-10,6.368332680064558e-10,6.35066641369367e-10,6.348510524191308e-10,6.492745200800276e-10,8.731264247082529e-10,6.458023875781822e-10,6.376219454258533e-10,6.448276031299166e-10,6.383279683193065e-10,6.653534193537163e-10,1.1942564095524886e-09,6.686878308517885e-10,0.9999999741013983,2.6311051731440968e-09,6.394429617143415e-10,6.332098396924557e-10,6.484638746142018e-10,6.208487401983615e-10,6.825297864261076e-10,6.266821863516253e-10,6.174202027489609e-10,6.277905930138468e-10,6.529636880781683e-10,6.294306047914543e-10,6.379453865535624e-10,6.446914159510161e-10,6.414520708737899e-10,6.359646384738181e-10,6.277712391954356e-10,6.760675765689397e-10,6.206424546680882e-10,6.383093114816551e-10,6.366567893798279e-10,6.387815701424004e-10,6.392630931025781e-10
NODE5,6.905519080913591e-10,6.309956737150504e-10,6.345711108537936e-10,6.325328919262275e-10,6.325116484254069e-10,6.460916348251494e-10,8.442317524772163e-10,6.434282966403787e-10,6.353428985039826e-10,6.422608192340526e-10,6.360464898119088e-10,6.602134251243165e-10,1.0931655201673816e-09,6.635275143745219e-10,0.9999999751122328,1.8333731784261234e-09,6.371830287653965e-10,6.309717607210524e-10,6.461733228785467e-10,6.186548243301426e-10,6.80123355402566e-10,6.244679477011844e-10,6.152385073381446e-10,6.255707030320093e-10,6.506569624148745e-10,6.272060216428889e-10,6.356907282333429e-10,6.424134685517113e-10,6.39185946641563e-10,6.337170435700599e-10,6.255517673057357e-10,6.736827708913847e-10,6.184488100907217e-10,6.360541295579694e-10,6.344059973690157e-10,6.365234450974184e-10,6.370020938323693e-10
SAMEA6812876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA6812877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE6,6.911668808395651e-10,6.315551257477283e-10,6.351335513110624e-10,6.330948451713601e-10,6.330727173255522e-10,6.466682261671033e-10,8.450429482117974e-10,6.439988980131788e-10,6.359060788685739e-10,6.428314506493025e-10,6.366102799361588e-10,6.608087052235761e-10,1.0943125312272962e-09,6.641259541285976e-10,0.9999999750892518,1.8356555924232426e-09,6.377475975434957e-10,6.315308675669759e-10,6.467455601994982e-10,6.192029066336099e-10,6.807246096514458e-10,6.250211113413932e-10,6.157835385931233e-10,6.261251287845138e-10,6.51233115337467e-10,6.277617586529274e-10,6.36253979109349e-10,6.429825452505463e-10,6.397520286497265e-10,6.342784823590037e-10,6.261061584981297e-10,6.742785989711663e-10,6.189968118261776e-10,6.366175038477602e-10,6.349681721021618e-10,6.370874544849174e-10,6.375665554694647e-10
SAMEA104233049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE7,6.905489870289276e-10,6.309936702127579e-10,6.345691147772975e-10,6.325306588275297e-10,6.325095848610161e-10,6.460888327538171e-10,8.442048091677417e-10,6.434262026471189e-10,6.353408876526893e-10,6.422585568044116e-10,6.360444768383016e-10,6.6020889217087e-10,1.0930622630181875e-09,6.635229623832653e-10,0.9999999751134103,1.8323987530580336e-09,6.371810348319703e-10,6.309697860003667e-10,6.461713024300235e-10,6.186528887640783e-10,6.801212344948173e-10,6.244659943204973e-10,6.152365825954072e-10,6.255687441857721e-10,6.506549277928053e-10,6.272040588859037e-10,6.356887389465968e-10,6.424114589372316e-10,6.391839476856967e-10,6.337150606226864e-10,6.255498088569388e-10,6.736806685954899e-10,6.184468745918707e-10,6.36052140143978e-10,6.344040113900641e-10,6.365214527182351e-10,6.370000988784532e-10
SAMEA104233048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA3541826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE8,0.009313463781952164,0.0006069075243334861,0.00039603497169514017,0.0032720132283258537,0.001262938227551779,0.00939122574215887,0.20039166089374935,0.0012315950822119645,0.0005413808218232789,0.0032556582100036137,0.0005416416439618482,0.027997255876246803,0.5281779056168422,0.028040919138687004,0.08966763737333432,0.08983455283001908,0.0002877834325910237,0.000284995886181543,0.0002917218534523961,0.00027938967297134147,0.00030661894685843767,0.0002819861884499627,0.0002778374620884454,0.0002876825702909734,0.00029872587187233074,0.00028330407967807014,0.0002871115609154946,0.0002901143774627155,0.0002905334225789752,0.0002881827940867627,0.00028495751675410556,0.00030404069848341607,0.00027955806609875186,0.00028797541741411444,0.00029067932690821676,0.0002916155170114266,0.000302394374954673
NODE9,8.66817702309058e-06,8.193151259251942e-07,6.35871817944564e-07,3.176512468531121e-06,1.396479157162099e-06,8.73431316304947e-06,0.00022799857943751683,1.373732246326283e-06,7.637279268520193e-07,3.1668837933033438e-06,7.642675961598434e-07,2.653609512033504e-05,0.9994912233512558,2.6587813260307264e-05,9.327806133921577e-05,9.347739901370736e-05,5.417347282468583e-07,5.364877817610339e-07,5.491326626280162e-07,5.259227371992734e-07,5.771199466867832e-07,5.308080491729994e-07,5.229979176878058e-07,5.365001121354804e-07,5.573446539925053e-07,5.332791856964646e-07,5.404695069490715e-07,5.460967914075891e-07,5.449616112041956e-07,5.405128331602553e-07,5.340676818896596e-07,5.720699164585441e-07,5.260300260819317e-07,5.413129060794622e-07,5.430959552917233e-07,5.448594155195256e-07,5.546158354663678e-07
GCA_000323485.1_ASM32348v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323845.1_ASM32384v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE10,0.02481623213759603,0.0011493898415739737,0.0005698163632866823,0.00843457584483472,0.002943864950435669,0.02502910210815556,0.5020800504414235,0.0028493852628151636,0.0009666375165878988,0.008380853178911176,0.0009667951727284678,0.07467379492604302,0.20236684680027958,0.07477084451938384,0.03205414437872386,0.03211869522059243,0.00027269582044409026,0.00027006505489431874,0.0002763584076327139,0.00026472980130060216,0.00029022609848527656,0.00026717337679905804,0.00026325420852963517,0.0002815477391726551,0.00029175388739297086,0.0002684886018146892,0.0002720606480427962,0.0002749075549638271,0.0002786494945082065,0.0002765294926412206,0.0002741939332218797,0.0002882202525583116,0.0002652922277285529,0.00027418836800981194,0.00028267621766923164,0.0002835479810356306,0.00031241216978304817
NODE11,2.389702146831144e-05,1.3460349431254042e-06,8.276108971933929e-07,8.034290341633974e-06,2.9685370381884868e-06,2.4130883362554462e-05,0.9994606401866079,2.887746177807976e-06,1.1838664552594909e-06,7.990021481581325e-06,1.184342317225904e-06,7.734580004108977e-05,0.00023546291637169687,7.74761066929773e-05,3.1333212432233974e-05,3.1400664113938116e-05,5.62177685458986e-07,5.567490234658919e-07,5.697880945854472e-07,5.457825617530282e-07,5.985877568567585e-07,5.508318790961472e-07,5.427481345409362e-07,5.645293416238746e-07,5.859103119985895e-07,5.534505578441931e-07,5.608680658014898e-07,5.667046621707214e-07,5.684434763638067e-07,5.639258197601425e-07,5.578700775390569e-07,5.937344976045325e-07,5.462455060875334e-07,5.628903783914857e-07,5.69882056090516e-07,5.716967633228836e-07,5.979426070185973e-07
NODE12,2.391905656049717e-08,2.2218065898606942e-09,1.755882630855741e-09,8.415995033844325e-09,3.706160690757952e-09,2.4112336474941732e-08,0.9999993871708966,3.649197239039222e-09,2.080827459286993e-09,8.391588926052531e-09,2.0823566218388027e-09,8.109316914589113e-08,2.751275424190356e-07,8.126412684368384e-08,3.151126121560824e-08,3.157536246600918e-08,1.5174256641044033e-09,1.5027491552202293e-09,1.5381860213933482e-09,1.4732526262361224e-09,1.616694189019377e-09,1.4869278318185367e-09,1.4650859404136795e-09,1.5016592445195423e-09,1.5600845840934298e-09,1.4937860454529297e-09,1.51388927865437e-09,1.5296483865550225e-09,1.5261100595694526e-09,1.513609146070346e-09,1.4954579573520504e-09,1.6024604902451647e-09,1.4734776373248507e-09,1.516140633294765e-09,1.5203256257395689e-09,1.525267260315786e-09,1.55019538766983e-09
GCA_001294825.1_ASM129482v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE13,9.067074496743851e-10,6.808086595071962e-10,6.787733213775485e-10,7.362113685190407e-10,6.976318297403895e-10,8.508349526542954e-10,0.9999999724829766,7.087304642494583e-10,6.835478687919549e-10,7.470036375133597e-10,6.842998620031852e-10,1.1312281777244553e-09,1.8548426312805404e-09,1.1368648386453317e-09,9.022107057790839e-10,8.965953334244051e-10,6.777089358240845e-10,6.711233709328457e-10,6.872092598389152e-10,6.580387385943893e-10,7.230863779717122e-10,6.641988451960812e-10,6.544108305454855e-10,6.656533664122021e-10,6.922130759364149e-10,6.671239747929276e-10,6.761264099349027e-10,6.832432488936345e-10,6.799065741411959e-10,6.741304110563844e-10,6.655082480250499e-10,7.163051294007263e-10,6.578466053691696e-10,6.765306613625744e-10,6.749746684571923e-10,6.772166068164157e-10,6.781769277812025e-10
NODE14,8.844484325264079e-10,6.790609451793081e-10,6.774425371653355e-10,7.288076251263614e-10,6.945507654288139e-10,8.283162766287919e-10,0.9999999731223623,7.057057303570235e-10,6.819278106958076e-10,7.39626384587281e-10,6.82678729296642e-10,1.0483613735088356e-09,1.5369884232769524e-09,1.0537950351337046e-09,8.721983923115892e-10,8.665114170755402e-10,6.765915994274813e-10,6.700167713589666e-10,6.860771282093669e-10,6.569540378179364e-10,7.218981921512152e-10,6.631041905012438e-10,6.533321817752959e-10,6.64545565535153e-10,6.910631185059276e-10,6.660240165936908e-10,6.750116697951264e-10,6.821171115781744e-10,6.787825606279461e-10,6.730152513472871e-10,6.644060047101019e-10,7.151268810982573e-10,6.567614869650049e-10,6.754142985200264e-10,6.738535962108942e-10,6.760919659477494e-10,6.770301987939144e-10
NODE15,8.827072490031669e-10,6.778141033959156e-10,6.762025495950415e-10,7.274328400699497e-10,6.932656601128315e-10,8.266800703294648e-10,0.9999999731741123,7.044009037744262e-10,6.80677138447768e-10,7.382314573172107e-10,6.814267137461208e-10,1.0460673787275102e-09,1.5329905708638658e-09,1.0514885943766767e-09,8.704422590068036e-10,8.647660412729221e-10,6.753558428367088e-10,6.687929209401254e-10,6.848247311012015e-10,6.5575428009016e-10,7.205828246653291e-10,6.618933641463696e-10,6.521390885221998e-10,6.633313189021519e-10,6.898016015738959e-10,6.648075279469434e-10,6.737787867343154e-10,6.808715554445461e-10,6.775433334241527e-10,6.717860923749522e-10,6.631921253236571e-10,7.138232296848797e-10,6.555618424967874e-10,6.741811030069324e-10,6.72622566470314e-10,6.748569443934716e-10,6.757931371114995e-10
GCA_002127355.1_ASM212735v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002127365.1_ASM212736v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE16,8.835662116508018e-10,6.784359716674467e-10,6.768211832417102e-10,7.28115997737391e-10,6.939060316553206e-10,8.274864610081381e-10,0.9999999731486123,7.050511498754194e-10,6.813009774588792e-10,7.389246857126866e-10,6.820512231243126e-10,1.0471702633884866e-09,1.5348025336875278e-09,1.052597573649392e-09,8.713047313751396e-10,8.656231035431119e-10,6.759724603050546e-10,6.694035973885931e-10,6.854496524318389e-10,6.563529349911044e-10,7.212391690080885e-10,6.624975422037333e-10,6.52734418032313e-10,6.639371985704423e-10,6.904310692213473e-10,6.654145310610085e-10,6.743939703607016e-10,6.814930629122118e-10,6.781616814388669e-10,6.723994161140746e-10,6.637978241526651e-10,7.144737272060264e-10,6.561604404848508e-10,6.747964422300389e-10,6.732368215655931e-10,6.754731914071048e-10,6.764103928693644e-10
GCA_001972465.1_ASM197246v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE17,8.82706392015585e-10,6.778135295763421e-10,6.762019806463702e-10,7.274321907191485e-10,6.93265064299312e-10,8.266792623938388e-10,0.9999999731741374,7.044002992267398e-10,6.806765634997802e-10,7.382307985712676e-10,6.814261381956246e-10,1.0460661287140657e-09,1.5329880060259503e-09,1.0514873372684325e-09,8.704413756360525e-10,8.647651629809004e-10,6.753552770111352e-10,6.687923605210514e-10,6.848241579583507e-10,6.557537308064379e-10,7.205822237701181e-10,6.618928098670361e-10,6.521385423119174e-10,6.633307627082105e-10,6.89801024248796e-10,6.648069709292435e-10,6.737782222191261e-10,6.808709852613015e-10,6.77542766243606e-10,6.717855295991859e-10,6.631915693477412e-10,7.138226338681067e-10,6.555612931595361e-10,6.741805385354467e-10,6.726220026877207e-10,6.748563788256994e-10,6.757925704649732e-10
