#name, A, B, C, D, E, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z, [, \, ], ^, _, `, a, b, c, d, e, f, g, h, i, j, k, l, m, n, o, p, q, r, s, t, u, v, w, x, y, z, {, |, }, ~, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,  , ¡, ¢, £, ¤, ¥, ¦, §, ¨, ©, ª, «, ¬, ­, ®, ¯, °, ±
NODE_0000000, 0.000722472724434258, 0.0007106314635840185, 0.0007422231051008706, 0.0009818150131010166, 0.0007221223526638864, 0.0007167463272755995, 0.0007160449873102409, 0.000713810393548863, 0.0007289139907950983, 0.0007152652629450114, 0.00071993917756716, 0.007209794524576797, 0.0010478345903871113, 0.0009014688878903819, 0.0007279034731982186, 0.0005984172452290178, 0.0006961337250257942, 0.0007334079126286474, 0.0007209676525378654, 0.0007344684980784783, 0.0007236102206243965, 0.0007182036178364318, 0.0007219281752451162, 0.0007392740628760957, 0.0007187028656092391, 0.0007192040242087864, 0.0007109661366950405, 0.0013228461634299763, 0.0007200413713804753, 0.0011467043556259576, 0.0008794521067463128, 0.0007532365691602403, 0.0007133845492013057, 0.0007210788726222075, 0.0007120841099162095, 0.0007207436494177983, 0.0007052875986489055, 0.0007216006434636087, 0.0008072442484734451, 0.0007211833917897901, 0.0014101900412927765, 0.0074544703660326265, 0.0007719193756884306, 0.000706185686970973, 0.0007250304046588885, 0.0007156613208916965, 0.0007190674696045519, 0.0007157979958272599, 0.0007217756729256059, 0.23131187230344552, 0.000721075685945214, 0.0007128964331746352, 0.0007182012504761194, 0.0007231374190445807, 0.0007064472810542172, 0.0007335819480853257, 0.0007190296236879119, 0.000719789446725821, 0.0007151017527846343, 0.0007186151601947962, 0.0007197894467258187, 0.0007123304001911579, 0.0008983131952956732, 0.0006824213444788075, 0.0007106314635840354, 0.0007172885158728521, 0.0007323124711358925, 0.0007350160513116166, 0.0007040069700679415, 0.0009817067877659481, 0.0007284472053690824, 0.0006849061111889709, 0.000732707652451007, 0.07967003383952834, 0.0007201407184553839, 0.0007225652931359736, 0.0007215895704432659, 0.025788654580342577, 0.000717399173546097, 0.5621015163616959, 0.002129769915987865, 0.0007168172492972282, 0.0007045322768736083, 0.0014104228262913966, 0.0007346511544460875, 0.0007193869668601428, 0.001031338755349078, 0.0007107952047766369, 0.0007188890719404347, 0.0007191203426840971, 0.0012320613003786438, 0.000690796283340436, 0.0007153357542349248, 0.0007131568418666921, 0.0007195236981765524, 0.0008264258639677434, 0.0007235270555353312, 0.0008070492949220897, 0.0007021704916643408, 0.0007352095701574887, 0.000717286463977808, 0.00201223158222414, 0.0007687712177017548, 0.0007279611027418959, 0.0007315813187874751, 0.0006879109546818596, 0.0007186869103246881, 0.002271518718611926, 0.0010513322804306807, 0.0007196967129471494, 0.0007556021883495473, 0.0007498681403617456, 0.0007477906581608919
NODE_0000001, 0.0004937778495874227, 0.00048463530147809766, 0.0005370126386883949, 0.0006534733424206412, 0.0004925030906866662, 0.0004895091359784149, 0.0004882475519066141, 0.00048672193037430425, 0.0005089394316140462, 0.00048777612141562944, 0.0004911742652672895, 0.014532514640263127, 0.0006406679349497115, 0.000602820183048414, 0.0005083377989367465, 0.0004079895477105799, 0.00047498276582328243, 0.0005180762382125814, 0.0004920679878911722, 0.000519301487091258, 0.0004935005100116561, 0.0004898031511506412, 0.0004923300717295003, 0.0005311066074434256, 0.0004900939422766887, 0.0004907091717413565, 0.0004850040160290784, 0.000863874446400468, 0.0004907541286701094, 0.0006583309913777921, 0.0005710421455558864, 0.0005496555250338842, 0.000486503529734885, 0.0004916836900325219, 0.00048569321052054353, 0.000491572821489985, 0.00048117168522037433, 0.0004926794254925207, 0.0005446125188424221, 0.0004916081521148637, 0.000916167078484654, 0.01496852172537322, 0.0005063724203995256, 0.0004818879776135235, 0.0004932245129580471, 0.0004874175148525711, 0.0004901070217540786, 0.0004883028363749417, 0.0004925584949758936, 0.4889019602814607, 0.0004917354509756956, 0.00048617928639772313, 0.0004899376101217872, 0.0004930384517205732, 0.0004818340680869914, 0.0005182742491972211, 0.0004906531692912617, 0.0004909659912763661, 0.00048809753314845475, 0.0004900043714752701, 0.0004909659912763565, 0.0004857939474088003, 0.0006023296193510663, 0.0004652084067140737, 0.0004846353014781359, 0.0004890994333631945, 0.0004994034191664828, 0.0005132759863044656, 0.00047990706581548074, 0.000667629469991568, 0.0005074895457812123, 0.0004671204754390295, 0.0005164622284964141, 0.16930734114242235, 0.0004910605854707472, 0.0004926894880395071, 0.0004926206191488459, 0.05434608301458181, 0.0004885558080787821, 0.2002896249119124, 0.001007164422365336, 0.00048750753372853054, 0.0004806022199159863, 0.0008026016684878775, 0.0005003631433661334, 0.0004906056593737941, 0.0006830846311700158, 0.00048490128160250497, 0.0004899503202281766, 0.0004904848187457605, 0.0006879333123745895, 0.0004710457355563923, 0.0004879559850297149, 0.00048649170357327676, 0.0004907301672033754, 0.0005566999637522474, 0.0004927913023672611, 0.0005436521149704317, 0.00047878866308247045, 0.0005121566548511905, 0.0004890987779533117, 0.0012877815496882077, 0.0005199467013155397, 0.0005107345163749354, 0.000510769710700752, 0.0004691688807004006, 0.0004900542364374689, 0.0012778034044119944, 0.0006969188112461303, 0.0004908619183318946, 0.0005129035892268993, 0.0005065351028655373, 0.0005051160086093949
SAMEA3541827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000002, 0.00047777258425865383, 0.0004684154524332283, 0.0005935098598193044, 0.0005618207107784023, 0.00047616117223288573, 0.00047278671263141747, 0.0004720008339814503, 0.00047046183250967544, 0.0005154830062800681, 0.0004713805144422697, 0.00047485688429354226, 0.04247438230435636, 0.0005370354211548753, 0.0005292159398647417, 0.0005150773566521777, 0.0003944444445003749, 0.0004592341159323051, 0.0005364027530422177, 0.00047577933861341206, 0.0005386258130871988, 0.0004771141332062642, 0.0004735425508600023, 0.00047570725305468085, 0.0005667428594859079, 0.00047378771441765577, 0.00047445619320639955, 0.0004687607802503712, 0.0006652273464740992, 0.00047416557689587626, 0.0005427357173024804, 0.0005091552060153209, 0.0006026676607185614, 0.0004702884435404457, 0.000475329580227383, 0.0004694370581070223, 0.0004752248898291708, 0.00046502221624088413, 0.0004765010713461307, 0.0004993908682561443, 0.0004750494395295527, 0.0006841547712872651, 0.043773566475377466, 0.00047188221482070774, 0.00046494494762651205, 0.0004731114846719264, 0.00046816448071931784, 0.0004735263530354394, 0.00047208490360201727, 0.0004761801416677179, 0.17326419309110952, 0.00047538703945738844, 0.0004699741043324523, 0.00047367491450060214, 0.0004766173333055594, 0.00046585904989503315, 0.0005365756874701525, 0.0004744295943717918, 0.00047469153185811995, 0.00047182720290287486, 0.0004737077614240231, 0.0004746915318580854, 0.0004695742836503026, 0.0005321137857287199, 0.0004493718172842304, 0.0004684154524333266, 0.0004728336928298496, 0.0004828093847121153, 0.0005200599769607638, 0.00046207514280962664, 0.0005960523366828824, 0.0005115788805784898, 0.0004512830150116793, 0.0005324551925643171, 0.4627656232842057, 0.0004747514298417036, 0.000476299972496818, 0.00047636599844339905, 0.1567472081932387, 0.00047165817212720357, 0.06719349410233999, 0.0006678805151113013, 0.00046996785252556247, 0.0004643909306418915, 0.0006085011669908675, 0.0004828184130680362, 0.0004743164924151336, 0.0005706641303476031, 0.00046831794738199105, 0.00047342116639486763, 0.0004742154120461542, 0.0005516417028689599, 0.0004551081467009875, 0.00047166564187958314, 0.00047038615531225995, 0.00047444526946883146, 0.0005072298194894445, 0.0004757760255962645, 0.0004951833884679632, 0.00046287159073994373, 0.0005122887057723474, 0.00047283332958178697, 0.0008835575476288008, 0.00048327383332092745, 0.0005220051793508475, 0.0005172953187781419, 0.0004527134207983998, 0.00047375519114818064, 0.000890543455488165, 0.0005825213130681138, 0.0004745392467053248, 0.00048488815403895737, 0.0004819649318728384, 0.000480596265936882
SAMEA104233046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000003, 0.000469154107890363, 0.0004598518140146453, 0.0007673794501268478, 0.0005081310252734114, 0.0004675416586054456, 0.00046376880428564284, 0.00046344941855396465, 0.0004618954897781013, 0.0005459494971695949, 0.0004627170175023957, 0.0004662153050440503, 0.12944563604466183, 0.00048659870648760836, 0.0004862086149121629, 0.0005458507851069706, 0.0003873260077029299, 0.0004508783307126318, 0.0005870760371390333, 0.0004671119000148025, 0.0005910201638866508, 0.00046847446140763316, 0.0004649706442613851, 0.00046689823317569684, 0.0006471804731616868, 0.00046519785908831935, 0.0004658423939241435, 0.00046013359801976884, 0.0005474586511087405, 0.0004654465685963006, 0.0004937779035996719, 0.0004768262610244637, 0.0007130161227648188, 0.000461728527985938, 0.0004667219351544588, 0.0004608254912769342, 0.00046659392003701127, 0.0004564227599369406, 0.0004678723158741717, 0.00047355160297276, 0.0004663374020317033, 0.0005496822087787595, 0.1328333747231151, 0.0004650306622898243, 0.00045582895629044036, 0.00046241203530846003, 0.00045787385142967326, 0.00046480322871941023, 0.00046349898627660017, 0.0004674628471089252, 0.05660672702800282, 0.0004667717528826679, 0.00046142625839813885, 0.00046507437842545715, 0.0004679821048273214, 0.0004574292791962202, 0.0005874495615545857, 0.0004658204972130877, 0.0004660976760149417, 0.000463135319292864, 0.0004651303832587078, 0.00046609767601489083, 0.00046101571739062065, 0.0004909836098744222, 0.0004410143962491978, 0.00045985181401480885, 0.00046427273609133665, 0.0004740651039210735, 0.0005511153698725383, 0.000452516578894633, 0.0005753801139148774, 0.0005380911793972493, 0.00044289139521204793, 0.0005792701624481378, 0.1592460910751775, 0.0004661789443982513, 0.0004676771474769909, 0.0004676959107241846, 0.4480406205139925, 0.000462817768444284, 0.021390212225562703, 0.0005360000621638248, 0.0004608461324925024, 0.000455997805711925, 0.0005160228794399154, 0.0004735822344782699, 0.00046573032769921344, 0.0005044255775486169, 0.0004594587840087512, 0.00046474167567019445, 0.00046562855904075856, 0.0004947840561098668, 0.00044668488368698175, 0.0004630350989764914, 0.0004618730236328154, 0.00046585567198618717, 0.0004787138762786259, 0.00046685550188280177, 0.00046723748804545134, 0.00045449473972724024, 0.0005384736077286689, 0.0004642723994202598, 0.0006432203674312387, 0.000462989901327201, 0.0005605363945365274, 0.000547823077382716, 0.0004439387639275646, 0.0004651762245643533, 0.0007148039949163791, 0.0005150284812944569, 0.0004659210904540949, 0.00046929873850312334, 0.0004689907937442331, 0.0004676493044608895
SAMEA104233047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000004, 0.00038113044850629605, 0.0003736750988127763, 0.0011085644477317267, 0.0003961060002937655, 0.0003799567184511709, 0.00037654307492384536, 0.0003766423901842431, 0.00037535423174723945, 0.0004879652060693443, 0.0003759635749128712, 0.00037883582299120795, 0.3761455620543008, 0.0003814410946498184, 0.0003821795988779244, 0.0004882193458967048, 0.00031479157387044815, 0.00036636946715011104, 0.0005443643741874107, 0.0003795361270890765, 0.0005495342023248866, 0.000380716620034236, 0.00037787109234032056, 0.0003793599828797795, 0.0006271533521473869, 0.0003780546504363768, 0.0003785378756311425, 0.0003738702718950563, 0.00040410911344453056, 0.00037821307690609967, 0.0003889896982431619, 0.0003791362838093759, 0.0007148746949906084, 0.0003752221192395218, 0.0003793046458697176, 0.00037445479638669935, 0.00037917518135907027, 0.0003708374739048843, 0.0003801486616917337, 0.0003784935176922216, 0.0003789413455660212, 0.00040315053001318407, 0.3828050610978179, 0.0003895304158449666, 0.0003701466076894118, 0.00037508426677278635, 0.00037151373271853517, 0.0003776900850648949, 0.0003766407828306895, 0.0003798164007878968, 0.015301176554030127, 0.00037933327045663895, 0.00037497367487756504, 0.00037792483947712255, 0.000380333956110024, 0.0003717360228884509, 0.0005450002732845428, 0.0003785133794160803, 0.0003787749281404875, 0.0003762673881722674, 0.00037801125882557765, 0.00037877492814044716, 0.0003746322791335918, 0.0003867105111027274, 0.0003583176233555752, 0.0003736750988129169, 0.0003773145661093959, 0.0003852639557769201, 0.0004929184458200151, 0.0003673233491993967, 0.000488351194826983, 0.00047720155762072766, 0.0003598181825194625, 0.0005336921730822341, 0.04408770357308805, 0.00037887005657207033, 0.0003800846661377343, 0.0003799952750242068, 0.13235792965072685, 0.00037603092040547164, 0.005794493223073414, 0.0003997876249763666, 0.00037432466642698254, 0.00037074422189751767, 0.000391240441320967, 0.00038463297591278053, 0.0003784891101728573, 0.00038829592608448425, 0.00037322597882679786, 0.000377659174684462, 0.00037839623291805103, 0.00038749251593864014, 0.00036293126180501694, 0.000376251401542985, 0.00037533542590297545, 0.00037858584995798504, 0.0003815440655002099, 0.00037929220015400734, 0.00037233847996802995, 0.0003693689913650408, 0.00047981980759370256, 0.00037731419354151806, 0.0004361532649111492, 0.00037240592277148663, 0.0005089589322345774, 0.0004896147748494172, 0.00036053415093729904, 0.0003780481577554024, 0.0005453018866131468, 0.00039644203494711437, 0.0003786280520995511, 0.00037880040879124043, 0.00037957595324879457, 0.00037848591116264953
NODE_0000005, 1.8754666071534123e-06, 1.8385701092302614e-06, 3.345917111025761e-06, 1.913836222916548e-06, 1.8695759828607263e-06, 1.8524770784388375e-06, 1.8532586382636606e-06, 1.8468932109877482e-06, 2.2392190866821945e-06, 1.8498397430837653e-06, 1.8640174489934467e-06, 0.0008128816801601174, 1.8471543080326662e-06, 1.853389831586211e-06, 2.2392466829135664e-06, 1.549028138016036e-06, 1.802695529515409e-06, 2.432598397634745e-06, 1.8674692585418188e-06, 2.45086587173126e-06, 1.87330486721118e-06, 1.8593153048970786e-06, 1.8663903238933527e-06, 2.7153788613968643e-06, 1.8602055636842702e-06, 1.8625828244850567e-06, 1.8394433196710445e-06, 1.901760954536329e-06, 1.860904810868445e-06, 1.891364421729095e-06, 1.8480035214587879e-06, 3.0217718293520174e-06, 1.846210477200734e-06, 1.866355888511401e-06, 1.8423404040342078e-06, 1.8656915055317567e-06, 1.8244482887487251e-06, 1.8705562629658129e-06, 1.847521019980415e-06, 1.8645022074274704e-06, 1.8534428847541497e-06, 0.9986086016129463, 1.8468701547962273e-06, 1.820398547968328e-06, 1.8430990507507974e-06, 1.8257434428711126e-06, 1.858296605349652e-06, 1.8532156955047126e-06, 1.8687721331908086e-06, 2.6882305282270317e-05, 1.8664971886854189e-06, 1.8450097102401565e-06, 1.859555990030093e-06, 1.87141234991642e-06, 1.8291446585660518e-06, 2.434081625343187e-06, 1.862467301845321e-06, 1.8637672167583492e-06, 1.8512466817436843e-06, 1.8599953462139783e-06, 1.8637672167580277e-06, 1.8433116011561908e-06, 1.8771341913710244e-06, 1.7629101225192341e-06, 1.838570109231254e-06, 1.8565685958434162e-06, 1.8956734059143372e-06, 2.2608296310241595e-06, 1.8059535492378133e-06, 2.2117485025556963e-06, 2.201810604798495e-06, 1.7702736707328328e-06, 2.3956846712032923e-06, 7.85087349639168e-05, 1.8642490946889386e-06, 1.8701838804963616e-06, 1.8697495725835772e-06, 0.0002551389050665482, 1.850055464206208e-06, 1.0456027891977161e-05, 1.9032774231877559e-06, 1.8414553403692376e-06, 1.8229929843166803e-06, 1.8698286131605066e-06, 1.8922905265193007e-06, 1.8623542303453382e-06, 1.8653398189983185e-06, 1.8360068168703817e-06, 1.858190973722466e-06, 1.8619001607203912e-06, 1.8798599234223389e-06, 1.7856298024364003e-06, 1.851214540789363e-06, 1.8468553942667083e-06, 1.8628321765556934e-06, 1.8617067277604188e-06, 1.8661033280902444e-06, 1.8166827613326677e-06, 1.8174887097774909e-06, 2.1963348613888946e-06, 1.8565668494213801e-06, 1.9645028921060544e-06, 1.8187461182012259e-06, 2.308984892199514e-06, 2.2468179993134666e-06, 1.773375280715697e-06, 1.8601754545602103e-06, 2.3828568452828355e-06, 1.904698448463863e-06, 1.8630008878917086e-06, 1.8579367329630935e-06, 1.8645110643953994e-06, 1.8591527249510913e-06
SAMEA6812876, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
