name,Algeria,Armenia,Azerbaijan,Bolivia,Brazil,Canada,China,Democratic Republic of the Congo,England,Estonia,France,Georgia,Germany,India,Indonesia,Iran,Italy,Kazakhstan,Kenya,Kyrgyzstan,Lithuania,Madagascar,Mongolia,Myanmar,Nepal,Norway,Peru,Poland,Russia,Spain,Switzerland,Tajikistan,The Netherlands,Turkmenistan,Uganda,United States of America,Uzbekistan,Vietnam,Zimbabwe
NODE0,6.250771399341931e-05,8.073688174208917e-05,0.00020290551462880522,5.902137635027989e-05,6.220468590880922e-05,5.853067741254878e-05,0.14551777062399932,6.26312185062021e-05,9.516596964850751e-05,0.00013995267657045305,9.169904801535702e-05,6.0560195842520996e-05,0.0001819287043337218,0.0001484985974030375,7.09995664680726e-05,6.426318812975116e-05,6.0671038923375396e-05,0.0005113208875807717,6.733928432433484e-05,0.0001444388425802295,0.00027696988749490554,9.68573339077779e-05,0.00024666772728397697,7.571858172873847e-05,6.587561776045298e-05,6.053695007923548e-05,6.649363459720224e-05,5.949494336723603e-05,0.8505956015067885,6.109950929886082e-05,5.912892651398207e-05,7.21420394733187e-05,0.00010524791573225006,8.102805509766506e-05,6.253883948761136e-05,7.464715720114548e-05,5.823221700629283e-05,7.606475082561691e-05,6.250771399342057e-05
NODE1,1.51698838668759e-06,2.0511689626404694e-06,7.544876411619088e-06,1.435090613738511e-06,1.5091440766836808e-06,1.4249712799174068e-06,0.0036439066658463864,1.521696180096536e-06,2.9563329275449624e-06,0.00011664572790327674,2.6799694948241286e-06,1.4741071041586429e-06,6.450048530987331e-05,3.933012748395033e-06,1.7098707648237387e-06,1.6029361568204022e-06,1.5445922179570115e-06,2.8619988517042254e-05,1.6315605988511446e-06,3.598440425634771e-06,0.00039728448015459135,2.426404200360464e-06,7.403822995037274e-06,1.81605875538602e-06,1.593281662778516e-06,1.5361763934127374e-06,1.6143560025397222e-06,1.9318262317645707e-06,0.9956745383169429,1.5955711761840546e-06,1.497661143560612e-06,1.80721564366924e-06,2.9070174131416254e-06,2.1714743506667087e-06,1.5194900503914884e-06,1.7888103552342397e-06,1.4193311546040868e-06,1.8240910600362935e-06,1.5169883866876498e-06
SAMEA3541827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE2,9.429532149151099e-06,1.3150356143879608e-05,5.231726655590628e-05,9.248854916652474e-06,9.295563182322732e-06,9.454729521310417e-06,0.0017307197923041788,9.525444331488515e-06,2.0744459353739938e-05,0.0023237637675888323,1.906343768005293e-05,9.781545019949348e-06,0.0010056377019919838,1.4230468434754044e-05,9.212586213373793e-06,1.067970523080704e-05,1.0569662382082394e-05,0.00012895234835145925,9.4313371948728e-06,1.0841940234715721e-05,0.007998017386966544,1.0998015489763813e-05,2.3734930674257214e-05,9.031125263358982e-06,9.336674441381876e-06,1.0503920733364627e-05,1.0357850809031191e-05,1.4146455111513249e-05,0.9863886360843159,1.1075724820356971e-05,1.0338469070685304e-05,1.0948681360827142e-05,1.5881140335100117e-05,1.4648076810067707e-05,9.510421082944296e-06,8.896312365447153e-06,9.393128570701137e-06,9.065570847953728e-06,9.42953214915179e-06
SAMEA104233046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE3,9.969882159996328e-06,1.3821523688996926e-05,5.4427127418456495e-05,9.822499964830597e-06,9.816898201365224e-06,1.0076091001007424e-05,0.0007805686297072885,1.0078468339491767e-05,2.630929906361361e-05,0.007825369581360979,2.2137494488065215e-05,1.0424295747127469e-05,0.0025314278113016397,1.3814368620870051e-05,9.552316304186904e-06,1.1328651730525683e-05,1.2153649299012179e-05,0.00013100118325188218,9.87426579785152e-06,1.023989546717462e-05,0.0026639404154087734,1.1065267846677368e-05,2.2793064083222005e-05,9.24902622556251e-06,9.796568284964575e-06,1.2005025328980681e-05,1.0994550398925835e-05,1.3267658407131594e-05,0.9856170531226418,1.3478011303175832e-05,1.197194859069507e-05,1.1471405654252728e-05,1.6861962534192965e-05,1.540423439022138e-05,1.0062415723495902e-05,9.110604080943701e-06,1.0007529884577349e-05,9.283374137894547e-06,9.969882159997337e-06
SAMEA104233047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE4,3.6012005413834134e-06,5.0239732075621855e-06,1.8781278654357017e-05,3.555364653947383e-06,3.5440097572734498e-06,3.653039273774333e-06,0.00016353124630363836,3.64290680833011e-06,1.698365599491872e-05,0.0009803985317355457,1.1513469583465912e-05,3.7792279694052687e-06,0.005970711961191722,4.815436023443662e-06,3.4183454965054278e-06,4.1192344806501325e-06,5.512023277043045e-06,4.263527434682577e-05,3.55291530533704e-06,3.7398413298384454e-06,0.0004320548446506799,3.930815137401937e-06,7.777521673169364e-06,3.2894903717920875e-06,3.525624950690466e-06,5.35920350123096e-06,3.9787323509250374e-06,4.245345971645227e-06,0.9922328429518996,6.895994624482923e-06,5.4618635468388005e-06,4.153557717732838e-06,6.96847943148689e-06,5.596047185612505e-06,3.6370755761838902e-06,3.240344929182754e-06,3.6264050580715303e-06,3.3015649468039283e-06,3.601200541383907e-06
NODE5,1.8980437416605812e-08,3.29503615612225e-08,3.0387070957640037e-07,1.8751684670720078e-08,1.867576117772561e-08,1.9275116743092928e-08,2.148190458437374e-06,1.9268575959614994e-08,9.725257500113907e-08,1.9357404076953036e-06,7.457066405117691e-08,1.9964417664334525e-08,1.780814111712892e-05,3.588712357270856e-08,1.795634457637911e-08,2.3722289891830857e-08,2.6474107268948456e-08,1.3293435450014628e-06,1.884777197847083e-08,2.1391226772269887e-08,8.790688203165684e-07,2.424046085285303e-08,8.143837769278492e-08,1.7218475463839307e-08,1.8553790373106924e-08,2.594211639078841e-08,2.0995521565207246e-08,2.0603864138176445e-08,0.9999746605876118,3.0455399849408744e-08,2.545913419721369e-08,2.4659865575648128e-08,4.980768698562679e-08,4.008309797334229e-08,1.9237675610738544e-08,1.6965756000468488e-08,1.9165124850872336e-08,1.728208690973955e-08,1.8980437416608793e-08
SAMEA6812876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA6812877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
