Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	timetree_rate	timetree_rate_fold_change	timetree_mutation_length	timetree_raw_date	timetree_num_date	timetree_num_date_confidence	timetree_num_date_bar	timetree_clock_length	timetree_coord_x	timetree_coord_y	timetree_reg_x	timetree_reg_y	timetree_reg_bad	Mugration_Branch_Number	Mugration_Branch_Number_Confidence	Mugration_Branch_Number_Entropy	Mugration_Branch_Major	Mugration_Branch_Major_Confidence	Mugration_Branch_Major_Entropy	Mugration_Branch_Minor	Mugration_Branch_Minor_Confidence	Mugration_Branch_Minor_Entropy	Mugration_Country	Mugration_Country_Confidence	Mugration_Country_Entropy	Mugration_Country_Lat	Mugration_Country_Lon	Mugration_Province	Mugration_Province_Confidence	Mugration_Province_Entropy	Mugration_Province_Lat	Mugration_Province_Lon
NODE0	100.0	NA	0.0	black	0.001	15.541999357519671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.056079828112778e-09	1.0	0.001	-4001-04-08	-4000.7338973552987	[-4028.4379593546546, -3773.0741326132847]	[6049.437959354655, 5794.074132613285]	0.1	0.1	15.541999357519671	-4000.7338973552987	0.0	False	0	0.9999999959154534	8.856520735862206e-08	0.PRE	0.9987094648969286	0.009917649653245002	0.PRE2	0.3924074548210794	1.329759845199042	Russia	0.9931643504765991	0.04426619316105468	64.6863136	97.7453061	Krasnoyarsk Krai	0.3825949094902657	1.643089389423311	63.3233807	97.0979974
SAMEA3541827	NA	NA	3.8408e-06	grey	0.0010032247578703538	1	RISE509	[-2876:-2677]	[-4897:-4698]	Russia	Krasnoyarsk Krai	64.6863136	97.7453061	63.3233807	97.09799740000001	Bronze Age	0.PRE	0.PRE2	SAMEA3541827	KEEP: SRA Ancient	0	2.775061428338357e-09	0.30643076044048745	3.224757870353744e-06	-2879-06-08	-2878.5649561564614	[-2876.0, -2677.0]	[4897.0, 4698.0]	1122.1689411988373	1122.2689411988372	1.0	-2776.5	3.224757870353744e-06	False	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE2	1.0	-1.000088900581841e-12	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Krasnoyarsk Krai	1.0	-1.000088900581841e-12	63.3233807	97.0979974
NODE1	100.0	84.9	1.34224e-05	black	0.0010079598997039358	3.15625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3228851216283543e-08	1.4607701640633992	7.959899703935828e-06	-3372-09-28	-3371.2577528648453	[-3386.8297780304565, -3135.38189068595]	[5407.8297780304565, 5156.381890685951]	629.4761444904534	629.5761444904534	3.15625	-3371.2577528648453	7.959899703935828e-06	False	0	0.9999999959154579	8.856511571510336e-08	0.PRE	0.999998326160438	2.40642987896386e-05	0.PRE1	0.9992011775657701	0.007374945820987134	Russia	0.9794192647832135	0.1271141495161151	64.6863136	97.7453061	Panevezys County	0.4430921554213121	1.9157844563024338	55.9156048	25.03115989218585
SAMEA104233046	NA	NA	2.233e-06	grey	0.0010101099624090896	2	Gyvakarai1	[-2621:-2472]	[-4642:-4493]	Lithuania	Panevezys County	55.350000300000005	23.7499997	55.9156048	25.03115989218585	Bronze Age	0.PRE	0.PRE1	SAMEA104233046	KEEP: SRA Ancient	0	2.489748635910378e-09	0.2749256502997527	2.1500627051538374e-06	-2600-02-18	-2599.866006381092	[-2621.0, -2480.907503502162]	[4642.0, 4501.9075035021615]	771.3917464837532	1400.9678909742065	2.0	-2546.5	1.0109962409089665e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	1.0	-1.000088900581841e-12	Lithuania	1.0	-1.000088900581841e-12	55.35000030000001	23.7499997	Panevezys County	1.0	-1.000088900581841e-12	55.9156048	25.03115989218585
NODE2	100.0	94.7	1.34762e-05	black	0.0010221726086292095	4.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9591697919427295e-08	2.1633751348578896	1.4212708925273681e-05	-2644-06-12	-2643.555869563712	[-2758.1911839442546, -2599.428548849007]	[4779.191183944255, 4620.428548849007]	727.7018833011334	1357.2780277915867	4.3125	-2643.555869563712	2.2172608629209508e-05	False	0	0.9999999959154537	8.856520702536528e-08	0.PRE	0.9999999896732278	2.2034152956185092e-07	0.PRE1	0.9999989104846557	1.740314766879019e-05	Russia	0.9788266554790638	0.13312682041857343	64.6863136	97.7453061	Pärnu maakond	0.4431360836607805	1.911850619617409	58.31950685	24.30261214859043
SAMEA104233047	NA	NA	2.651e-07	grey	0.0010226024848484314	3	KunilaII	[-2574:-2340]	[-4595:-4361]	Estonia	Pärnu maakond	58.75237779999999	25.3319078	58.31950685	24.30261214859043	Bronze Age	0.PRE	0.PRE1	SAMEA104233047	KEEP: SRA Ancient	0	2.382567639237587e-09	0.2630903972203718	4.298762192218022e-07	-2480-11-12	-2479.1367369231584	[-2497.809478380014, -2340.0]	[4518.809478380013, 4361.0]	164.41913264055347	1521.6971604321402	3.0	-2457.0	2.260248484843131e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	0.9999999999999999	-9.99866855976916e-13	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Estonia	0.9999999999999999	-9.99866855976916e-13	58.75237779999999	25.3319078	Pärnu maakond	0.9999999999999999	-9.99866855976916e-13	58.31950685	24.30261214859043
NODE3	100.0	54.2	1.0987e-06	black	0.0010226023979674366	5.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.807416773277432e-08	1.9958048157511492	4.297893382271404e-07	-2624-10-09	-2623.228547008187	[-2668.4851762418652, -2555.50336001485]	[4689.485176241866, 4576.50336001485]	20.327322555524916	1377.6053503471117	5.625	-2623.228547008187	2.260239796743665e-05	False	0	0.999999995911202	8.865311223569904e-08	0.PRE	0.9999999918104897	1.785463633342678e-07	0.PRE1	0.9999999612157361	8.37246594566272e-07	Russia	0.9875896179330403	0.07759775163213922	64.6863136	97.7453061	Irkutsk Oblast	0.38116052896179187	1.630960580155601	56.6370122	104.719221
NODE4	100.0	98.6	1.1724e-06	red	0.0010236771360522543	4.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0679326472847544e-08	1.1792438533608907	1.074738084817599e-06	-2540-04-09	-2539.7289903870587	[-2544.7013716583447, -2497.2300124371986]	[4565.701371658344, 4518.230012437199]	83.49955662112825	1461.10490696824	4.5	-2539.7289903870587	2.3677136052254248e-05	False	0	0.9999999959197098	8.847720557006992e-08	0.PRE	0.9999999918293594	1.7815787965383755e-07	0.PRE1	0.9999999626850217	8.080908175300546e-07	Russia	0.9999443760228613	0.0006660267534387401	64.6863136	97.7453061	Irkutsk Oblast	0.9982823905489313	0.016141972333355667	56.6370122	104.719221
SAMEA6812876	NA	NA	2.345e-07	grey	0.0010238920458536006	4	GLZ001	[-2838:-2495]	[-4859:-4516]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.71922099999999	Bronze Age	0.PRE	0.PRE1	SAMEA6812876	KEEP: SRA Ancient	0	9.128370739627801e-09	1.0079825832906872	2.1490980134630566e-07	-2517-03-17	-2516.7920855463017	[-2519.168713244807, -2495.0]	[4540.168713244807, 4516.0]	22.93690484075705	1484.041811808997	4.0	-2666.5	2.3892045853600553e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Irkutsk Oblast	1.0	-1.000088900581841e-12	56.6370122	104.719221
SAMEA6812877	NA	NA	2.34e-08	grey	0.0010236771360522543	5	GLZ002	[-2569:-2467]	[-4590:-4488]	Russia	Irkutsk Oblast	64.6863136	97.7453061	56.6370122	104.71922099999999	Bronze Age	0.PRE	0.PRE1	SAMEA6812877	KEEP: SRA Ancient	0	9.047452849540696e-09	0.9990473826715505	3.718304143466939e-22	-2540-04-09	-2539.7289903870587	[-2569.0, -2467.0]	[4590.0, 4488.0]	0.0	1461.10490696824	5.0	-2518.0	2.3677136052254248e-05	False	0	1.0	-1.000088900581841e-12	0.PRE	1.0	-1.000088900581841e-12	0.PRE1	0.9999999999999999	-9.99866855976916e-13	Russia	1.0	-1.000088900581841e-12	64.6863136	97.7453061	Irkutsk Oblast	1.0	-1.000088900581841e-12	56.6370122	104.719221
