ID	LENGTH	ALIGNED	UNALIGNED	VARIANT	HET	MASKED	LOWCOV
GCA_000006645.1_ASM664v1_genomic	4829855	4311463	101656	231	609	405660	10467
GCA_000013825.1_ASM1382v1_genomic	4829855	4373297	33256	197	384	405660	17258
GCA_000022845.1_ASM2284v1_genomic	4829855	4269689	148869	74	324	405660	5313
GCA_000169615.1_ASM16961v1_genomic	4829855	4267780	134673	195	505	405660	21237
GCA_000169655.1_ASM16965v1_genomic	4829855	4261093	146724	172	643	405660	15735
GCA_000169675.1_ASM16967v1_genomic	4829855	4385222	26443	129	431	405660	12099
GCA_000182485.1_ASM18248v1_genomic	4829855	4227176	184998	181	454	405660	11567
GCA_000182525.1_ASM18252v1_genomic	4829855	4351205	68619	71	236	405660	4135
GCA_000268325.1_ASM26832v1_genomic	4829855	4339293	13248	69	161	405660	71493
GCA_000268365.1_ASM26836v1_genomic	4829855	4353695	14838	47	101	405660	55561
GCA_000268385.1_ASM26838v1_genomic	4829855	4364044	12500	52	123	405660	47528
GCA_000268425.1_ASM26842v1_genomic	4829855	4344345	18256	46	102	405660	61492
GCA_000268445.1_ASM26844v1_genomic	4829855	4350549	14461	47	92	405660	59093
GCA_000268465.1_ASM26846v1_genomic	4829855	4344161	14346	49	118	405660	65570
GCA_000268485.1_ASM26848v1_genomic	4829855	4252282	81021	44	138	405660	90754
GCA_000268485.2_ASM26848v2_genomic	4829855	4252282	81021	44	138	405660	90754
GCA_000268505.1_ASM26850v1_genomic	4829855	4354706	18052	52	125	405660	51312
GCA_000268525.1_ASM26852v1_genomic	4829855	4181508	180371	36	72	405660	62244
GCA_000268565.1_ASM26856v1_genomic	4829855	4302077	20115	54	174	405660	101829
GCA_000268585.1_ASM26858v1_genomic	4829855	4349749	16584	48	143	405660	57719
GCA_000268605.1_ASM26860v1_genomic	4829855	4329364	21071	44	105	405660	73655
GCA_000268625.1_ASM26862v1_genomic	4829855	4359519	13151	45	114	405660	51411
GCA_000268665.1_ASM26866v1_genomic	4829855	4344670	15938	47	141	405660	63446
GCA_000268685.1_ASM26868v1_genomic	4829855	4373188	6980	51	211	405660	43816
GCA_000268705.1_ASM26870v1_genomic	4829855	4340367	20271	46	143	405660	63414
GCA_000268725.1_ASM26872v1_genomic	4829855	4350085	17828	48	123	405660	56159
GCA_000268725.2_ASM26872v2_genomic	4829855	4350085	17828	48	123	405660	56159
GCA_000268745.1_ASM26874v1_genomic	4829855	4362585	13354	51	120	405660	48136
GCA_000268785.1_ASM26878v1_genomic	4829855	4308411	32182	52	162	405660	83440
GCA_000268805.1_ASM26880v1_genomic	4829855	4150316	73637	47	140	405660	200102
GCA_000268805.2_ASM26880v2_genomic	4829855	4150316	73637	47	140	405660	200102
GCA_000268825.1_ASM26882v1_genomic	4829855	4364868	12007	46	145	405660	47175
GCA_000268845.1_ASM26884v1_genomic	4829855	4322146	27931	43	115	405660	74003
GCA_000268905.1_ASM26890v1_genomic	4829855	4354669	12783	44	151	405660	56592
GCA_000268925.1_ASM26892v1_genomic	4829855	4351643	17067	52	145	405660	55340
GCA_000268945.1_ASM26894v1_genomic	4829855	4267567	27337	45	128	405660	129163
GCA_000268985.1_ASM26898v1_genomic	4829855	4200906	172203	33	65	405660	51021
GCA_000269025.1_ASM26902v1_genomic	4829855	4203856	171637	31	87	405660	48615
GCA_000269045.1_ASM26904v1_genomic	4829855	4331383	15183	50	110	405660	77519
GCA_000269085.1_ASM26908v1_genomic	4829855	4349516	16293	44	118	405660	58268
GCA_000269125.1_ASM26912v1_genomic	4829855	4359404	13412	46	150	405660	51229
GCA_000269165.1_ASM26916v1_genomic	4829855	4355900	14648	49	124	405660	53523
GCA_000269205.1_ASM26920v1_genomic	4829855	4345425	25039	46	130	405660	53601
GCA_000269225.1_ASM26922v1_genomic	4829855	4337355	22786	45	139	405660	63915
GCA_000269245.1_ASM26924v1_genomic	4829855	4316974	36925	45	152	405660	70144
GCA_000269265.1_ASM26926v1_genomic	4829855	4333446	16578	43	130	405660	74041
GCA_000269285.1_ASM26928v1_genomic	4829855	4358908	13904	45	91	405660	51292
GCA_000269285.2_ASM26928v2_genomic	4829855	4358908	13904	45	91	405660	51292
GCA_000269305.1_ASM26930v1_genomic	4829855	4363899	12858	45	152	405660	47286
GCA_000269325.1_ASM26932v1_genomic	4829855	4346148	18366	45	110	405660	59571
GCA_000269345.1_ASM26934v1_genomic	4829855	4321489	19396	50	153	405660	83157
GCA_000269425.1_ASM26942v1_genomic	4829855	4335224	18225	43	186	405660	70560
GCA_000269465.1_ASM26946v1_genomic	4829855	4356639	15067	45	198	405660	52291
GCA_000269485.1_ASM26948v1_genomic	4829855	4207146	79701	46	141	405660	137207
GCA_000275685.1_ASM27568v1_genomic	4829855	4366922	34864	161	592	405660	21817
GCA_000311885.1_ASM31188v1_genomic	4829855	4262445	159396	43	0	405660	2354
GCA_000320425.1_ASM32042v1_genomic	4829855	4042858	198581	252	226	405660	182530
GCA_000320445.1_ASM32044v1_genomic	4829855	4098608	156171	125	131	405660	169285
GCA_000320465.1_ASM32046v1_genomic	4829855	4154107	151554	101	113	405660	118421
GCA_000323185.1_ASM32318v1_genomic	4829855	4117191	135174	179	107	405660	171723
GCA_000323205.1_ASM32320v1_genomic	4829855	4189050	76366	149	237	405660	158542
GCA_000323225.1_ASM32322v1_genomic	4829855	4223340	74324	147	295	405660	126236
GCA_000323245.1_ASM32324v1_genomic	4829855	3696367	233016	143	340	405660	494472
GCA_000323285.1_ASM32328v1_genomic	4829855	4278980	40406	51	96	405660	104713
GCA_000323305.1_ASM32330v1_genomic	4829855	4049757	197965	109	99	405660	176374
GCA_000323325.1_ASM32332v1_genomic	4829855	4141629	80056	110	113	405660	202397
GCA_000323345.1_ASM32334v1_genomic	4829855	4019355	179733	110	113	405660	224994
GCA_000323365.1_ASM32336v1_genomic	4829855	4221014	63400	136	135	405660	139646
GCA_000323385.1_ASM32338v1_genomic	4829855	3972000	99159	87	123	405660	352913
GCA_000323405.1_ASM32340v1_genomic	4829855	4197225	79779	85	92	405660	147099
GCA_000323425.1_ASM32342v1_genomic	4829855	4170833	72862	147	119	405660	180381
GCA_000323445.1_ASM32344v1_genomic	4829855	4195005	70410	50	165	405660	158615
GCA_000323465.1_ASM32346v1_genomic	4829855	3962723	310242	113	147	405660	151083
GCA_000323485.1_ASM32348v1_genomic	4829855	4114844	126590	328	378	405660	182383
GCA_000323505.1_ASM32350v1_genomic	4829855	4272613	38983	80	108	405660	112491
GCA_000323525.1_ASM32352v1_genomic	4829855	4081549	94084	80	99	405660	248463
GCA_000323545.1_ASM32354v1_genomic	4829855	4137431	109476	46	100	405660	177188
GCA_000323565.1_ASM32356v1_genomic	4829855	4015575	234203	114	196	405660	174221
GCA_000323585.1_ASM32358v1_genomic	4829855	4135963	146225	109	175	405660	141832
GCA_000323605.1_ASM32360v1_genomic	4829855	4255074	50501	47	120	405660	118500
GCA_000323625.1_ASM32362v1_genomic	4829855	4071442	125101	189	161	405660	227491
GCA_000323645.1_ASM32364v1_genomic	4829855	4070803	210727	108	225	405660	142440
GCA_000323665.1_ASM32366v1_genomic	4829855	3870254	343723	136	169	405660	210049
GCA_000323685.1_ASM32368v1_genomic	4829855	4041886	201816	48	121	405660	180372
GCA_000323705.1_ASM32370v1_genomic	4829855	4226012	70201	80	125	405660	127857
GCA_000323725.1_ASM32372v1_genomic	4829855	3988445	180417	106	183	405660	255150
GCA_000323765.1_ASM32376v1_genomic	4829855	4242455	26357	75	92	405660	155291
GCA_000323785.1_ASM32378v1_genomic	4829855	4249704	33367	48	67	405660	141057
GCA_000323805.1_ASM32380v1_genomic	4829855	4145767	72810	45	182	405660	205436
GCA_000323825.1_ASM32382v1_genomic	4829855	4062430	191861	44	129	405660	169775
