name,Algeria,Armenia,Azerbaijan,Bolivia,Brazil,Canada,China,Democratic Republic of the Congo,England,Estonia,France,Georgia,Germany,India,Indonesia,Iran,Italy,Kazakhstan,Kenya,Kyrgyzstan,Lithuania,Madagascar,Mongolia,Myanmar,Nepal,Norway,Peru,Poland,Russia,Spain,Switzerland,Tajikistan,The Netherlands,Turkmenistan,Uganda,United States of America,Uzbekistan,Vietnam,Zimbabwe
NODE0,0.00035601999480250714,0.00047208124369542664,0.0006997295695446336,0.0003302147382598558,0.0003507185512174432,0.00030940234492295225,0.24415206955543384,0.00034126687147904963,0.000658859030603736,0.0007217349738112569,0.0004862954310595408,0.0003153633406044984,0.00108559833291532,0.0006790003103249341,0.0003680177758103874,0.0003232294068750831,0.0003585479909044095,0.0016441599419891458,0.00037907634074868746,0.0007990940951739929,0.0018438364844342154,0.0005072545868464969,0.001002255524229197,0.00040218096618148223,0.0003139690240149958,0.00033373196901843367,0.00033169234018657213,0.00032726475826783683,0.736518620927636,0.00037827333032593657,0.00031243277050715615,0.0003722213333419354,0.0004216138445732999,0.00032574315865449327,0.00034126687147905505,0.0003729095779402116,0.000307578814430229,0.00040595532653818825,0.0003507185512174839
NODE1,3.171082238757514e-05,4.402237541787023e-05,7.569389519826176e-05,2.97584633753658e-05,3.130118770991476e-05,2.809464323352591e-05,0.01925015801700903,3.080383265938548e-05,7.753310790315042e-05,0.0006911617769555677,5.101047098015709e-05,2.8658139021635413e-05,0.000614735252440087,5.790191775177342e-05,3.256524314953616e-05,2.9666533143039675e-05,3.374712934384557e-05,0.0002364952743021079,3.398941590612765e-05,6.897781095566605e-05,0.003037853288724955,4.6990684835823435e-05,9.429995423309552e-05,3.507408965315737e-05,2.8518972531128966e-05,3.083480958709619e-05,2.9893244133379894e-05,3.4292256622719436e-05,0.9748581345907341,3.4696852156118294e-05,2.9506293268761033e-05,3.425442542713326e-05,3.8960159276195944e-05,3.0190180231670765e-05,3.080383265938505e-05,3.304717446203455e-05,2.79556571562246e-05,3.540703775312271e-05,3.1301187709918976e-05
SAMEA3541827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE2,0.00010637748252659864,0.00014810759195935564,0.00024488853354026835,0.00010603051246956375,0.00010627706298851921,0.0001042409145595988,0.00874260050399115,0.00010818648542729847,0.00026412182063386037,0.007933661392615265,0.00018670527793051235,0.00010617571806653979,0.005193538042506132,0.00012581455004158953,0.00010588251914712569,0.00010983914666778931,0.00012095790966754855,0.0006436573063755568,0.00011133659978788989,0.00013892848449214605,0.03481720202651919,0.00013776706268303802,0.0001948248788712762,0.00010586935412061223,0.00010523603266274223,0.0001126547754885324,0.0001065420132066485,0.00013478374515627078,0.93845714420342,0.0001180242071215964,0.00011376558884662212,0.0001178349398267207,0.00012637709158450555,0.00011162497446166643,0.00010818648542729352,0.00010842300419839348,0.0001032318801350091,0.00010690281788724017,0.00010627706298853079
SAMEA104233046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE3,0.00011774449441704896,0.00016390479468812784,0.00026678095678228116,0.00011914412685940088,0.0001180013784821283,0.00011826066195012909,0.004301996220996922,0.00012109291839309432,0.0002836468257370646,0.028539707860236747,0.0002248363903886462,0.00012039743440934493,0.012074802358343288,0.00012117371512658745,0.00011624027405181958,0.0001243636541290155,0.000134569264703172,0.000685649263875431,0.00012242331622845052,0.00013125138852430784,0.012468622071326345,0.00014727266455536042,0.00019040727110666307,0.0001138145043408863,0.00011925752421349438,0.00013080391866079473,0.0001197273696933991,0.00014424370263234107,0.9373011368561615,0.0001328462979072763,0.00013991397432204392,0.00013100519663837343,0.0001384762129085553,0.00012617686250342595,0.00012109291839308985,0.00011932354555541787,0.00011695494479744065,0.0001149354874787286,0.0001180013784821411
SAMEA104233047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE4,4.395262272387005e-05,6.297518883571687e-05,0.00010275444516544991,4.475356491960969e-05,4.4105480455451884e-05,4.458962795150397e-05,0.0010854090447675285,4.552166725586254e-05,0.00012878826668673242,0.003733016187630055,0.0001142083619718498,4.5420167424261895e-05,0.026767607178570685,4.277625162451963e-05,4.3235182455066946e-05,4.708886430164301e-05,5.130237975031337e-05,0.0002571002179917907,4.583106926049052e-05,4.7070222827991764e-05,0.0024744758251313624,5.543573262660352e-05,6.923182499336083e-05,4.1934675515597915e-05,4.494323066922592e-05,5.4005248402167856e-05,4.4974274412783946e-05,5.403846487331944e-05,0.9638754146066565,5.2559226308927364e-05,6.506671261854997e-05,4.9604029962981445e-05,5.246732391142214e-05,4.787754352315537e-05,4.552166725586178e-05,4.442664171378498e-05,4.4060277994385746e-05,4.235122040405799e-05,4.4105480455456316e-05
NODE5,7.769988150637655e-07,1.4715799446984023e-06,3.3946052538584086e-06,7.922871067903418e-07,7.799349135663956e-07,7.897726614297401e-07,5.635525876603244e-05,8.187126191567507e-07,3.3164943790825205e-06,2.4352348444865663e-05,2.4873065750353095e-06,8.090415685708706e-07,0.0002791546986268257,8.044770173829217e-07,7.636861068777167e-07,8.663620853052884e-07,9.818806830567427e-07,1.658136212495681e-05,8.423366728865981e-07,9.160512141368058e-07,1.986027673777561e-05,1.212140571403865e-06,1.831520849120373e-06,7.372867358045329e-07,7.960175815178941e-07,9.366256191583187e-07,7.962095081218182e-07,9.177922801487135e-07,0.999567008125014,9.614814528875663e-07,1.0280116271147294e-06,9.661332257826634e-07,1.0755610947948191e-06,9.072157613048608e-07,8.1871261915675e-07,7.844858821852227e-07,7.825059335128385e-07,7.447670136299494e-07,7.799349135665252e-07
SAMEA6812876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA6812877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE6,1.802621573311166e-05,2.7893095173370147e-05,5.000105052216262e-05,1.8420288269264457e-05,1.8103088633832434e-05,1.839228722423605e-05,0.0003773568431627624,1.8802852639961365e-05,6.907156819709765e-05,9.645700509075368e-05,6.681908663721335e-05,1.8762102043778095e-05,0.45243224360174916,1.7201429159481075e-05,1.7697903771516166e-05,1.9614385145533232e-05,2.1708557290080178e-05,0.00014703925080505393,1.897083986086178e-05,1.942437449957281e-05,0.00016125612955985875,2.388240773528232e-05,3.056127690168837e-05,1.7064838147512804e-05,1.8531959327368618e-05,2.4486842741171402e-05,1.851163992541322e-05,2.222836391495341e-05,0.5459809447097186,2.298138263008852e-05,3.364873535660458e-05,2.090106831717453e-05,2.2376381169357417e-05,2.009784357018049e-05,1.8802852639961504e-05,1.8194356930461582e-05,1.8184303964939032e-05,1.7235993206822057e-05,1.8103088633834202e-05
SAMEA104233049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE7,1.761055727986939e-05,2.7291040832492417e-05,4.875706026451978e-05,1.8004331426905305e-05,1.7687617798308996e-05,1.798264182932845e-05,0.00034179434331083145,1.8379460117141726e-05,6.764927180040422e-05,4.305662737348112e-05,6.577794660625991e-05,1.8344368680577535e-05,0.4519989655984351,1.6729092512039125e-05,1.728524447127657e-05,1.9181691251933103e-05,2.123245456153642e-05,0.00014098819744447154,1.853767545072727e-05,1.887758426454929e-05,0.00011309610450660769,2.3339025662435272e-05,2.9745991057874822e-05,1.6655213307356478e-05,1.811833815083997e-05,2.3989744130417658e-05,1.809367161322762e-05,2.170276160108914e-05,0.5465751818827411,2.2487932976859828e-05,3.30535541759589e-05,2.0441081132377688e-05,2.1880949264936612e-05,1.964774803060058e-05,1.8379460117141915e-05,1.7771847081977092e-05,1.7771908270746608e-05,1.6822362668230732e-05,1.7687617798310717e-05
SAMEA104233048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA3541826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE8,1.3535212294430992e-05,9.357181223526177e-05,3.923901426261438e-05,1.1982821055263566e-05,1.3202636159677582e-05,1.0885238130306958e-05,0.483418182153821,1.2601786182672554e-05,3.3874543961969253e-05,2.373798741512922e-05,2.1314117773061675e-05,1.1863311637110714e-05,5.749679552050477e-05,4.015115432714355e-05,1.433148423379471e-05,1.1602868388160019e-05,1.3571149151348191e-05,0.00015884911164131178,1.4910936355915087e-05,5.450749847004279e-05,5.200544405373547e-05,2.3430794845348903e-05,9.178252336507769e-05,1.664082650255702e-05,1.1086220862588979e-05,1.2180605834770943e-05,1.2033739710455034e-05,1.1699838473529298e-05,0.5155622127285008,1.4708963821495356e-05,1.102058628037915e-05,1.443983777381964e-05,1.7506010452196215e-05,1.1920771295346586e-05,1.2601786182672952e-05,1.4404998176566653e-05,1.0916087674165237e-05,1.6793967017594953e-05,1.3202636159679768e-05
GCA_000323845.1_ASM32384v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE9,9.910170325018141e-06,0.0005388112585246905,2.7414639223016226e-05,8.571305269901844e-06,9.619856332434732e-06,7.668618602593012e-06,0.46160253900088194,8.993223175761522e-06,2.0324374305262553e-05,1.151795295393494e-05,1.3111265033262715e-05,1.2593055800873853e-05,2.8081576027521154e-05,3.398107510348619e-05,1.0618895679333804e-05,8.040861446189561e-06,9.310959336456182e-06,8.376537721755421e-05,1.0810887187815781e-05,5.5563401083317474e-05,1.598628175433053e-05,1.636814667812139e-05,0.00017308711577503286,1.2720613392400151e-05,7.824610057475228e-06,8.543740737001531e-06,8.606674451089875e-06,8.111628016342964e-06,0.5371392963447632,1.0434006576808653e-05,7.731196933642497e-06,1.0020129581930043e-05,1.2104880053720632e-05,8.141576331028134e-06,8.993223175762115e-06,1.063703446219113e-05,7.690289846492039e-06,1.2834897570652602e-05,9.619856332436083e-06
NODE10,0.00023825407118934397,0.04638728041452335,0.0007056919310095345,0.0002208995974497659,0.00023461505395464615,0.00020677215833406461,0.18610960161353987,0.00022844411313747726,0.00044438509216200285,0.00028995091711148514,0.00032837387211756384,0.0005855717516411829,0.0005768780684890891,0.00045541563793142684,0.0002460347817298754,0.00021657857847854112,0.00024030041651559153,0.0011199388994665132,0.0002540636853870042,0.0005393303858233579,0.00034084811995460716,0.00034210962534426416,0.0007082563116789859,0.0002686926873381414,0.0002098213227865776,0.0002231891042235584,0.0002218853314638778,0.00021633509110101335,0.755438087152853,0.0002535699358870859,0.00020804570693527108,0.0002499123370866312,0.0002836631453970665,0.000218187294844643,0.00022844411313749548,0.00024923103169035275,0.0002055125274677728,0.0002712130668634961,0.00023461505395467236
NODE11,3.3501255471589393e-06,0.0002758255562061294,1.6421763893142956e-05,3.2218822938169633e-06,3.3227593288158728e-06,3.0929009582951037e-06,0.004536897204136763,3.3615300689782546e-06,1.0628008556742058e-05,6.107752194018316e-06,6.995864772305443e-06,5.260034153162327e-06,1.917122566493158e-05,5.665130295588849e-06,3.397645457391711e-06,3.3726899284951405e-06,3.857377705449176e-06,5.8264128004561184e-05,3.6803153737178646e-06,6.904850217847746e-06,8.187064113983494e-06,5.664543716565381e-06,1.2275518633843974e-05,3.5496918132025687e-06,3.132451767982761e-06,3.3888391294714137e-06,3.236900569672227e-06,3.3093289713229643e-06,0.9949426026077651,3.840401310461882e-06,3.1246450079934214e-06,3.967888120294961e-06,4.609181645748781e-06,3.50911046385909e-06,3.361530068978427e-06,3.458537419767643e-06,3.0758733371635796e-06,3.584382058336141e-06,3.3227593288164504e-06
GCA_006376585.1_ASM637658v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_008630455.1_ASM863045v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE12,8.905508634876704e-05,0.970541091334457,0.0005180768557523157,8.86168872462274e-05,8.894068084290313e-05,8.704265374054099e-05,0.0034998486240269498,8.972852057432908e-05,0.00013383616501109043,0.00011023745748504465,0.000117458369696886,0.006946290707576382,0.00017079243392627454,0.00010211132879512382,8.86996074682656e-05,9.077722376904331e-05,9.372699685362173e-05,0.00022292518499880795,9.142368414722857e-05,0.00010851954931766557,0.00012326768205037759,0.00010332799377273326,0.00012989921638025155,8.898997508651888e-05,8.785351138258955e-05,8.995567015710044e-05,8.904249976452166e-05,8.94731335002552e-05,0.015010549639450973,9.395679374591874e-05,8.747767901801491e-05,9.391936855607348e-05,9.799229967954242e-05,8.983791862798423e-05,8.972852057433886e-05,9.083087101154221e-05,8.590944418842967e-05,8.984775017540088e-05,8.894068084290789e-05
NODE13,7.862535800371053e-05,0.9697260538842957,0.000259206001876036,7.93908090810875e-05,7.876276315697464e-05,7.872336382675464e-05,0.0009341239871248231,7.970893722581875e-05,0.00010022731918482351,8.959461544271559e-05,9.383863613107757e-05,0.022353241668472905,0.00011960295831388135,7.747206409071796e-05,7.770604360171126e-05,8.077548019363842e-05,8.155135876679055e-05,0.0001356474293858767,7.929950212537867e-05,7.92719374142715e-05,9.61925224982345e-05,8.30474555606557e-05,9.099846408682307e-05,7.64645680886102e-05,7.93830176818438e-05,8.003044750922624e-05,7.977715579618375e-05,8.01031416754136e-05,0.0038548922083623495,8.15578526497788e-05,7.90602013384891e-05,8.102338756529233e-05,8.209115842927557e-05,7.95148238956547e-05,7.970893722582736e-05,7.977451948550611e-05,7.759003269210427e-05,7.720322458719975e-05,7.876276315697654e-05
GCA_001294915.1_ASM129491v1_genomic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE14,2.8220260006330337e-05,0.009137792627224651,3.858915806839846e-05,2.895851793850632e-05,2.8366229397914312e-05,2.9014708354505562e-05,2.7322853343519525e-05,2.8752806119559222e-05,2.684966672726084e-05,2.7844339995364937e-05,2.8318960065860435e-05,0.9898190538395497,2.6958415655159748e-05,2.2663825238951836e-05,2.764522660495143e-05,2.907701489817723e-05,2.8473273215745163e-05,1.9899769562258543e-05,2.7771820826732277e-05,2.168800345946206e-05,2.7618200439756446e-05,2.5893129759098094e-05,2.247720936989273e-05,2.6617833097455882e-05,2.921510791127317e-05,2.8842458195483036e-05,2.9101428379350298e-05,2.9081728521294037e-05,4.596548090421489e-05,2.8458542570539225e-05,2.9061547801282687e-05,2.7998130662412556e-05,2.7213869272604106e-05,2.826354908415824e-05,2.8752806119561343e-05,2.8466548673491252e-05,2.84701116366367e-05,2.6874771950580743e-05,2.8366229397914122e-05
GCA_000382545.1_Yersinia_pestis_assembly_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_001188935.1_ASM118893v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
