country	Uganda	#8000ff
country	United States of America	#7215ff
country	Uzbekistan	#652afe
country	Norway	#573ffd
country	Armenia	#4a53fc
country	Mongolia	#3c66fa
country	Georgia	#2f79f7
country	China	#228bf4
country	Tajikistan	#149df1
country	Peru	#07adee
country	Italy	#07bcea
country	Russia	#14c9e5
country	Turkmenistan	#22d5e0
country	Madagascar	#2fe0db
country	Algeria	#3cead5
country	Canada	#4af1d0
country	Kazakhstan	#57f7c9
country	Myanmar	#65fcc3
country	Iran	#72febc
country	Vietnam	#80ffb4
country	Switzerland	#8dfead
country	Spain	#9afca5
country	Bolivia	#a8f79d
country	Indonesia	#b5f194
country	Kenya	#c3ea8b
country	Kyrgyzstan	#d0e083
country	Zimbabwe	#ddd579
country	Lithuania	#ebc970
country	France	#f8bc66
country	Democratic Republic of the Congo	#ffad5d
country	The Netherlands	#ff9d53
country	Estonia	#ff8b49
country	England	#ff793f
country	Nepal	#ff6634
country	Poland	#ff532a
country	Azerbaijan	#ff3f20
country	Brazil	#ff2a15
country	Germany	#ff150b
country	India	#ff0000
country	?	#969696
province	Zabaykalsky Krai	#8000ff
province	Khovd	#7b07ff
province	Govi-Altai	#760eff
province	Mangystau Province	#7215ff
province	Kyzylorda Region	#6d1cff
province	Krasnoyarsk Krai	#6923fe
province	Samara Oblast	#642afe
province	Irkutsk Oblast	#6031fe
province	Guangxi Zhuang	#5b38fd
province	Ningxia	#573ffd
province	Republic of Dagestan	#5246fd
province	Altai Krai	#4e4dfc
province	MSila	#4954fb
province	Occitanie	#455afb
province	Valencia Community	#4061fa
province	Tibet	#3c67f9
province	Talas Region	#376ef9
province	Kirov Oblast	#3374f8
province	West Kazakhstan region	#2e7af7
province	La Paz	#2a81f6
province	Atyrau Region	#2587f5
province	California	#218df4
province	Vilnius County	#1c92f3
province	Republic of Kalmykia	#1898f2
province	Qinghai	#139ef1
province	Cajamarca	#0fa3f0
province	Saskatchewan	#0aa9ef
province	Shahbuz Rayon	#06aeed
province	Sughd Province	#01b3ec
province	Heilongjiang	#03b8eb
province	Bayankhongor	#08bde9
province	Shaanxi	#0cc2e8
province	Hovsgel	#11c6e6
province	Zavkhan Province	#15cae5
province	North Brabant	#1acfe3
province	Central Java	#1ed3e1
province	State of Mato Grosso	#23d7e0
province	Navoiy Region	#27dade
province	Rostov Oblast	#2cdedc
province	Almaty Region	#31e1da
province	Maharashtra	#35e5d9
province	Ingushetia	#3ae8d7
province	Atyrau	#3eebd5
province	Shymkent	#43edd3
province	Kurdistan	#47f0d1
province	Midlands	#4cf2cf
province	Gujarat	#50f4cd
province	La Libertad	#55f6ca
province	Tuva Republic	#59f8c8
province	Naryn Region	#5ef9c6
province	Panevezys County	#62fbc4
province	Fujian	#67fcc2
province	Sečuán	#6bfdbf
province	Pärnu maakond	#70febd
province	Lazio	#74feba
province	Fizuli District	#79ffb8
province	Khánh Hoà Province	#7dffb6
province	Aktobe Region	#82ffb3
province	Baden-Württemberg	#86ffb1
province	Stavropol Krai	#8bfeae
province	Chechnya	#8ffeab
province	Provence-Alpes-Côte d'Azur	#94fda9
province	Goranboy District	#98fca6
province	Nevada	#9dfba3
province	Himachal Pradesh	#a1f9a1
province	Gandaki Pradesh	#a6f89e
province	Catalonia	#aaf69b
province	Altai Republic	#aff498
province	Tatarstan	#b3f295
province	Arizona	#b8f092
province	West Kazakhstan Region	#bced90
province	Jilin	#c1eb8d
province	Dornogovi	#c5e88a
province	Lâm Đồng Province	#cae587
province	Oslo	#cee184
province	Tamil Nadu	#d3de81
province	Centre-Loire Valley	#d8da7d
province	Ömnögovi	#dcd77a
province	East of England	#e1d377
province	Samtskhe-Javakheti	#e5cf74
province	Gansu	#eaca71
province	Brandenburg	#eec66e
province	Colorado	#f3c26b
province	Qazakh District	#f7bd67
province	Xinjiang	#fcb864
province	Övörkhangai	#ffb361
province	Inner Mongolia	#ffae5d
province	Province de Fianarantsoa	#ffa95a
province	Gegharkunik Province	#ffa357
province	Syunik Province	#ff9e54
province	Shamkir District	#ff9850
province	Ho Chi Minh City	#ff924d
province	Osh Region	#ff8d49
province	Texas	#ff8746
province	St. Petersberg	#ff8143
province	Bayan-Ölgii	#ff7a3f
province	Hebei	#ff743c
province	Nidwalden	#ff6e38
province	New Mexico	#ff6735
province	Issyk-Kul Region	#ff6131
province	Kyzylorda Province	#ff5a2e
province	Kabardino-Balkaria	#ff542a
province	NA	#ff4d27
province	Bavaria	#ff4623
province	Yunnan	#ff3f20
province	Astrakhan Oblast	#ff381c
province	Nagorno-Karabakh Republic	#ff3119
province	Balkan	#ff2a15
province	Nairobi	#ff2312
province	Karachay-Cherkessia	#ff1c0e
province	Baku	#ff150b
province	Greater London	#ff0e07
province	Pomeranian Voivodeship	#ff0704
province	Shirak Province	#ff0000
province	?	#969696
branch_major	0.PRE	#8000ff
branch_major	0.PE	#5148fc
branch_major	0.ANT4	#238af5
branch_major	0.ANT	#0cc1e8
branch_major	3.ANT	#3ae8d7
branch_major	4.ANT	#68fcc1
branch_major	2.ANT	#97fca7
branch_major	2.MED	#c5e88a
branch_major	1.PRE	#f3c16a
branch_major	1.ANT	#ff8a48
branch_major	1.IN	#ff4824
branch_major	1.ORI	#ff0000
branch_major	?	#969696
