Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
D24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.581297307655457e-05	0.0	9.581297307655457e-05	0.0	0.0	0.00019162594615310913	0.0010539427038421003	0.0008623167576889911	0.002586950273066973	0.002203698380760755	0.0033534540576794095	0.0037367059499856282	0.006994347034588483	0.006611095142282265	0.00919804541534924	0.012838938392258312	0.01341381623071764	0.015234262719172175	0.016958896234550158	0.022995113538373097	0.022132796780684104	0.030181086519114688	0.03698380760755006	0.03832518923062183	0.04282839896521989	0.05614640222286098	0.06572769953051644	0.0799080195458465	0.08105777522276517	0.08144102711507138	0.08230334387276037	0.07070997413049727	0.06199099358053081	0.04819392545750694	0.0377503113921625	0.017917025965315705	0.013030564338411424	0.006802721088435375	0.0030660151384497457	0.0024911372999904184	0.0009581297307655457	0.0008623167576889911	0.0004790648653827728	0.0	0.0	9.581297307655457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.581297307655457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.581297307655457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007211538461538462	0.007211538461538462	0.002403846153846154	0.002403846153846154	0.009615384615384616	0.004807692307692308	0.01682692307692308	0.01201923076923077	0.03125	0.03365384615384616	0.04807692307692307	0.06730769230769232	0.09615384615384617	0.07692307692307691	0.11778846153846154	0.09855769230769232	0.10576923076923078	0.0673076923076923	0.055288461538461536	0.038461538461538464	0.026442307692307696	0.028846153846153848	0.007211538461538462	0.009615384615384616	0.009615384615384616	0.009615384615384616	0.002403846153846154	0.002403846153846154	0.002403846153846154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002403846153846154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2196080172241583e-05	2.2196080172241583e-05	0.0	4.4392160344483165e-05	6.658824051672475e-05	0.0001331764810334495	0.00019976472155017424	0.0005549020043060396	0.00044392160344483165	0.0011985883293010454	0.0015093334517124275	0.0025525492198077817	0.0033294120258362376	0.00490533371806539	0.005171686680132288	0.007036157414600582	0.008967216389585598	0.010587530242159233	0.01249639313697201	0.015448471799880141	0.01777906021796551	0.019887687834328455	0.023749805784298497	0.025814041240316957	0.028521963021330435	0.03291678689543427	0.03702306172729896	0.041240316960024864	0.045945885956540075	0.052205180565112204	0.055246043548709295	0.05799835749006726	0.0628814951279604	0.0630368676891661	0.06339200497192196	0.061416553836592454	0.05711051428317759	0.048054513572903024	0.04055223847468538	0.03444831642731894	0.020198432956739842	0.0148935697955741	0.008878432068896634	0.005571216123232636	0.003196235544802788	0.0015315295318846691	0.0009322353672341465	0.00044392160344483165	0.00015537256120569108	8.878432068896633e-05	8.878432068896633e-05	4.4392160344483165e-05	0.0	2.2196080172241583e-05	2.2196080172241583e-05	2.2196080172241583e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.287648054145516e-05	0.0	0.0	5.287648054145516e-05	5.287648054145516e-05	0.00042301184433164127	5.287648054145516e-05	0.0006345177664974619	0.000687394247038917	0.001004653130287648	0.0018506768189509306	0.0022736886632825715	0.002643824027072758	0.004758883248730965	0.005763536379018612	0.0075084602368866325	0.008565989847715736	0.011315566835871404	0.013377749576988156	0.014805414551607443	0.017290609137055837	0.018876903553299493	0.022155245346869717	0.026438240270727578	0.030403976311336716	0.03336505922165821	0.040239001692047374	0.04737732656514383	0.05462140439932318	0.06033206429780033	0.06762901861252114	0.07561336717428088	0.0742914551607445	0.07603637901861253	0.06561971235194584	0.06466793570219966	0.05192470389170896	0.036696277495769876	0.022895516074450083	0.01670896785109983	0.009782148900169204	0.005181895093062605	0.0029082064297800336	0.0013219120135363792	0.001004653130287648	0.00015862944162436547	0.00021150592216582064	0.00010575296108291032	5.287648054145516e-05	0.0	5.287648054145516e-05	0.0	0.0	0.00015862944162436547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.287648054145516e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.93192089890852e-06	0.0	0.0	2.6795762696725556e-05	1.786384179781704e-05	2.6795762696725556e-05	7.145536719126815e-05	0.0001429107343825363	0.0002947533896639811	0.0003662087568552493	0.0006073706211257794	0.0008931920898908519	0.0012951285303417354	0.0020096822022544173	0.002438414405402026	0.003420925704281963	0.004867896889905143	0.004778577680916058	0.006538166098001037	0.0074134943460940714	0.00910162739598778	0.011691884456671253	0.01314778756319334	0.014237481912860178	0.01670269208095893	0.01921256185355222	0.02207077654120295	0.024473463263009337	0.02876971721538434	0.03211025563157613	0.03633505421675985	0.04175673020239733	0.04557066042623126	0.051162042908948	0.05565479912109899	0.056485467764697476	0.05785205166223048	0.06174636917415459	0.05958484431661873	0.05648546776469748	0.05222494149591811	0.04701763161185444	0.04428446381678844	0.029466407045499205	0.025357723432001295	0.018265778238267923	0.013013808749709713	0.008565712142053268	0.005251969488558209	0.0033762660997874207	0.0016702692080958932	0.0010450347451722967	0.0005984387002268708	0.00016077457618035335	9.825112988799372e-05	7.145536719126815e-05	5.359152539345112e-05	1.786384179781704e-05	1.786384179781704e-05	8.93192089890852e-06	0.0	8.93192089890852e-06	0.0	0.0	8.93192089890852e-06	0.0	0.0	0.0	0.0	8.93192089890852e-06	0.0	0.0	0.0	8.93192089890852e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.679576269672556e-05
D72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6292371343543586e-05	0.0	0.0	0.0	3.6292371343543586e-05	0.0002540465994048051	0.00021775422806126152	0.0005080931988096102	0.00043550845612252303	0.0008710169122450461	0.0011613558829933947	0.002250127023299702	0.0025767583653915943	0.004064745590476882	0.004536546417942948	0.006060826014371779	0.006859258183929739	0.007439936125426435	0.009871525005443856	0.011069173259780794	0.014117732452638455	0.015424257821006024	0.018944617841329753	0.02170283806343906	0.023916672715395222	0.03073963852798142	0.03592944763010815	0.03872396022356101	0.04739783697466792	0.052841692676199474	0.0628583871670175	0.06822965812586193	0.07276620454380489	0.07211294185962111	0.07508891630979168	0.06496334470494303	0.058358133120418085	0.05443855701531537	0.03469550700442768	0.028380634390651086	0.021194744864629456	0.012593452856209626	0.006351164985120129	0.0047905930173477536	0.0022138346519561592	0.0012702329970240257	0.0006532626841837844	0.0006895550555273281	0.00018146185671771793	0.0	7.258474268708717e-05	0.0	0.0	3.6292371343543586e-05	0.0	0.0	0.0	3.6292371343543586e-05	0.0	0.0	0.0	3.6292371343543586e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.317846257257756e-05	1.158923128628878e-05	1.158923128628878e-05	3.476769385886634e-05	3.476769385886634e-05	0.0001738384692943317	0.00026655231958464193	0.00044039078887897357	0.0005446938704555726	0.000788067727467637	0.001216869285060322	0.0016804385365118734	0.002306257025971467	0.003314520147878591	0.003592661698749522	0.004971780221817887	0.005713491024140368	0.007266448016503065	0.008749869621148031	0.00996673890620835	0.011380625123135582	0.013153777509937764	0.015796122243211606	0.0169434561405542	0.021057633247186715	0.02424467185091613	0.026840659659044818	0.03200945681272961	0.037502752442430495	0.0419414280250791	0.045800642043413255	0.0497873376058966	0.05360019469908561	0.059615005736669474	0.061990798150358684	0.06340468436728591	0.06111001657260075	0.05988155805625413	0.05496772399086769	0.05306709005991632	0.03613522315064842	0.03234554452003199	0.025218167278964386	0.018774554683787824	0.012759743646203947	0.007799552655672349	0.005191975616257373	0.002966843209289928	0.0015761354549352741	0.0010777985096248565	0.00047515848273784004	0.00016224923800804296	0.0001622492380080429	0.00010430308157659903	2.317846257257756e-05	0.0	1.158923128628878e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.158923128628878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.914813654870028e-05	0.0	3.914813654870028e-05	3.914813654870028e-05	0.00015659254619480113	0.00035233322893830254	0.0006263701847792044	0.0003914813654870028	0.0008612590040714063	0.001252740369558409	0.0023880363294707173	0.003836517381772627	0.004658628249295333	0.00551988725336674	0.006772627622925148	0.008455997494519262	0.010100219229564673	0.013232070153460696	0.014406514249921704	0.01839962417788913	0.019456623864704037	0.021179141872846852	0.025093955527716885	0.028225806451612906	0.033001879110554334	0.035898841215158156	0.03844347009082368	0.045333542123394924	0.04944409646100846	0.054572502348888184	0.05848731600375822	0.06459442530535547	0.06619949890385218	0.06588631381146258	0.06381146257438146	0.05797839022862512	0.05069683683056687	0.04349357970560601	0.032766990291262135	0.018634512997181333	0.014406514249921704	0.009199812088944567	0.005050109614782337	0.0026229251487629194	0.001839962417788913	0.0010178515502662076	0.0004306295020357031	7.829627309740057e-05	0.0002348888192922017	0.00015659254619480113	0.00011744440964610085	3.914813654870028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.914813654870028e-05	0.0	0.0	0.0	0.0	3.914813654870028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.873398080570082e-05	0.00011493592322280328	2.873398080570082e-05	0.00025860582725130735	0.0001724038848342049	0.0004022757312798115	0.0008332854433653237	0.0013217631170622376	0.0014366990402850412	0.0021263145796218607	0.002643526234124476	0.003879087408769611	0.005172116545026148	0.0060054019883914725	0.008074248606401931	0.008160450548819033	0.01120625251422332	0.012671685535314062	0.013562438940290788	0.017326590425837597	0.019452905005459455	0.020085052583184874	0.024136543876788694	0.026550198264467556	0.02985460605712316	0.033992299293144075	0.03640595368082294	0.04028504108959255	0.044451468306419176	0.049681052813056716	0.051462559623010176	0.055542784897419685	0.060082753864720416	0.061605654847422565	0.06396184127349003	0.060370093672777424	0.05643353830239642	0.04749727027182347	0.03850353427963911	0.028475374978449517	0.024308947761622894	0.012154473880811445	0.00839032239526464	0.004712372852134935	0.002959600022987185	0.001465433021090742	0.0008907534049767255	0.0004022757312798115	8.620194241710247e-05	8.620194241710247e-05	0.0001436699040285041	2.873398080570082e-05	5.746796161140164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.746796161140164e-05
P246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011494252873563218	0.0	0.0	0.0	0.0011494252873563218	0.0	0.0022988505747126436	0.0022988505747126436	0.005747126436781609	0.006896551724137931	0.0022988505747126436	0.014942528735632184	0.020689655172413793	0.01954022988505747	0.029885057471264367	0.041379310344827586	0.04827586206896552	0.04367816091954023	0.05862068965517241	0.07701149425287356	0.10574712643678161	0.08275862068965517	0.0850574712643678	0.0850574712643678	0.067816091954023	0.06781609195402298	0.03908045977011494	0.026436781609195402	0.016091954022988506	0.014942528735632184	0.009195402298850575	0.008045977011494253	0.004597701149425287	0.004597701149425287	0.0034482758620689655	0.0	0.0	0.0	0.0	0.0	0.0	0.0011494252873563218	0.0	0.0	0.0011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011494252873563218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
